formula,Tc
Sr2Cu2Cd0.5YPb0.5O7,60.0
Sr2Cu2Cd0.5YPb0.5O7,60.0
Ba1.7Sr0.3Cu3Pr0.5Lu0.5O7,66.0
Ba1.7Sr0.3Cu3Pr0.5Yb0.5O7,63.0
Sr2Ca0.5Cu2Tl0.75Y0.5Pb0.25O7,108.0
Sr2Ca0.5Cu2Tl0.75Y0.5Pb0.25O7,70.0
Sr2Ca0.5Cu2Tl0.75Y0.5Pb0.25O7,106.0
Sr2Ca0.5Cu2Tl0.75Y0.5Pb0.25O7,108.0
Sr2Ca0.5Cu2Tl0.75Y0.5Pb0.25O7,107.0
Sr2CuHg0.5Cr0.5O4.88,51.0
Ba2Ca3Cu4HgO10,120.0
Ba2Ca3Cu4HgO10,126.0
Ba2Ca3Cu4HgO10,120.0
Ba2Ca3Cu4HgO10,126.0
Ba2Ca3Cu4HgO10,110.0
Sr2Cu2.85GdRe0.15O7,25.0
Sr2Cu2.85HoRe0.15O7,51.0
Sr2Cu2.85HoRe0.15O7,42.0
Sr2Cu2.85ErRe0.15O7,51.0
Sr2Cu2.85ErRe0.15O7,43.0
Sr2Cu2.85TbRe0.15O7,30.0
Sr2Cu2.85TbRe0.15O7,22.0
Sr2Cu2.85DyRe0.15O7,37.0
Sr2Cu2.85DyRe0.15O7,27.0
Sr2Cu2.85YRe0.15O7,47.0
Sr2Cu2.85YRe0.15O7,41.0
Sr2Cu2.85TmRe0.15O7,37.0
Sr2Cu2.85TmRe0.15O7,23.0
Sr2Ca0.5Cu3Pr0.5Pb2O8,61.0
Sr2Ca0.5Cu3Pr0.5Pb2O8,62.0
Sr2Ca0.5Cu3Tb0.5Pb2O8,70.0
Sr2Ca0.5Cu3Tb0.5Pb2O8,72.0
Ba2Sr0.14Ca0.86Cu2HgO6,116.0
Ba2Sr0.14Ca0.86Cu2HgO6,120.0
CuCe0.15Nd0.74Tb1.11O4,8.0
Ba2Ca0.1Cu3Nd0.9O7,86.0
Ba2Ca0.1Cu3Gd0.9O7,88.0
Ba2Ca0.1Cu3Gd0.9O7,89.0
Ba2Ca0.1Cu3Gd0.9O7,81.0
Ba2Ca0.1Cu3Tm0.9O7,86.0
Ba2Ca0.1Cu3Ho0.9O7,89.0
ErRh4B4 orth,4.3
ErRh4B4 orth,8.7
TmRh4B4 orth,5.4
LuRh4B4 orth,6.2
LaFe4P12,4.08
LaFe4P12,4.0
LaFe4P12,4.1
LaFe4P12,4.1
LaFe4P12,4.5
LaRu4P12,7.0
LaRu4P12,7.2
LaRu4P12,7.2
LaRu4P12,7.2
LaRu4P12,7.0
LaRu4P12,7.0
PrRu4P12 lt,2.1
LaOs4P12,1.8
LaOs4P12,1.8
LaOs4P12,1.8
LaNiGa2,2.0
Y3Pt4Ge6,2.6
Y3Pt4Ge6,2.6
Y3Pt4Ge6,2.9
Y3Pt4Ge6,3.0
Y3Pt4Ge6,2.5
NbPS,13.0
Sr2CuO3.9 hp,75.0
Sr2CuO3.9 hp,95.0
Ba2CuTl2O6.164,79.0
Ba2CuTl2O6.164,90.0
Ba2CuTl2O6.164,83.0
Ba2CuTl2O6.164,55.0
Ba2CuTl2O6.164,84.0
Ba2CuTl2O6.164,79.0
Rb6Mo27S31,7.0
Rb2Mo15S19,4.2
Rb4Mo21S25,11.0
Rb8Mo33S37,5.1
ZrNCl ht,14.0
ZrNCl ht,13.0
ZrNCl ht,13.0
ZrNCl ht,15.0
HfNCl,23.5
Sr2Cu2Hg0.75Ce0.5Sm1.5W0.25O9,34.0
Sr2Cu2Hg0.75Ce0.5Sm1.5W0.25O9,56.0
Sr2Cu2Hg0.75Ce0.5Sm1.5W0.25O9,56.0
Sr2Cu2Hg0.75Ce0.5Eu1.5W0.25O9,39.0
Sr2Cu2Hg0.75Ce0.5Eu1.5W0.25O9,65.0
Sr2Cu2Hg0.75Ce0.5Eu1.5W0.25O9,65.0
Sr2Cu2Hg0.75Ce0.5Gd1.5W0.25O9,48.0
Sr2Cu2Hg0.75Ce0.5Gd1.5W0.25O9,75.0
Sr2Cu2Hg0.75Ce0.5Gd1.5W0.25O9,75.0
Sr2Cu2Hg0.75Ce0.5Gd1.5W0.25O9,75.0
Sr2Cu2Hg0.75Ce0.5Ho1.5W0.25O9,42.0
Sr2Cu2Hg0.75Ce0.5Ho1.5W0.25O9,64.0
Sr2Cu2Hg0.75Ce0.5Ho1.5W0.25O9,64.0
Sr2Cu2Hg0.75Ce0.5Gd1.5V0.25O9,47.0
Sr2Cu2Hg0.75Ce0.5Gd1.5V0.25O9,47.0
Sr2Cu2Hg0.75Ce0.5Gd1.5Mo0.25O9,70.0
Sr2Cu2Hg0.75Ce0.5Gd1.5Mo0.25O9,70.0
Sr2Cu2Hg0.75Ce0.5Dy1.5W0.25O9,49.0
Sr2Cu2Hg0.75Ce0.5Dy1.5W0.25O9,71.0
Sr2Cu2Hg0.75Ce0.5Dy1.5W0.25O9,71.0
Sr2Cu2Hg0.75Ce0.5Er1.5W0.25O9,36.0
Sr2Cu2Hg0.75Ce0.5Er1.5W0.25O9,60.0
Sr2Cu2Hg0.75Ce0.5Er1.5W0.25O9,60.0
Sr2Cu2Hg0.75Ce0.5Gd1.5Ti0.25O9,38.0
Sr2Cu2Hg0.75Ce0.5Gd1.5Ti0.25O9,38.0
Sr2Cu2Hg0.75Ce0.5Gd1.5Re0.25O9,50.0
Sr2Cu2Hg0.75Ce0.5Gd1.5Re0.25O9,50.0
Sr2CaCu2Bi2O8,80.0
Sr2CaCu2Bi2O8,75.1
Sr2CaCu2Bi2O8,30.0
Sr2CaCu2Bi2O8,88.0
Sr2CaCu2Bi2O8,85.5
Sr2CaCu2Bi2O8,83.2
Sr2CaCu2Bi2O8,84.0
Sr2CaCu2Bi2O8,70.0
Sr2CaCu2Bi2O8,81.0
Sr2CaCu2Bi2O8,88.0
Sr2CaCu2Bi2O8,91.5
BaCuLa[BO3]O2,29.0
Ba4Si23 hp,8.2
LaSn0.75Sb2,2.0
SrZrN2,9.9
SrHfN2,8.9
La3Ni2B2N3,14.0
La3Ni2B2N3,13.0
La3Ni2B2N3,13.4
La3Ni2B2N3,12.6
Ba0.6Sr1.8Ca0.6Cu2Tl1.3Hg0.7O8,89.0
LuIrGe,2.85
LuIrGe,3.0
LiNbO2,5.5
BaCu0.3Si1.7,2.93
BaCu0.3Si1.7,3.0
BaCu0.3Si1.7,3.0
Li0.5TiO2 rt,10.5
Li0.5TiO2 rt,10.4
Li0.5TiO2 rt,10.3
Li0.5TiO2 rt,9.4
LaRhSn,1.9
LaRhSn,1.7
LaRhSn,1.85
LaRhSn,3.34
LaRhSn,1.9
Sr2Cu2ErRuO8,43.0
Sr2Cu2GdRuO8 tet,18.0
Sr2Cu2GdRuO8 tet,50.0
Sr2Cu2GdRuO8 tet,33.0
Sr2Cu2GdRuO8 tet,46.0
Sr2Cu2GdRuO8 tet,44.0
Sr2Cu2GdRuO8 tet,44.0
Sr2Cu2GdRuO8 tet,44.0
Sr2Cu2GdRuO8 tet,45.0
Sr2Cu2GdRuO8 tet,44.0
Sr2Cu2GdRuO8 tet,48.0
Sr2Cu2GdRuO8 tet,39.0
Sr2Cu2GdRuO8 tet,33.0
Sr2Cu2GdRuO8 tet,28.0
Sr2Cu2GdRuO8 tet,50.0
Sr2Cu2GdRuO8 tet,24.0
Sr2Cu2GdRuO8 tet,43.0
Sr2Cu2GdRuO8 tet,14.0
Sr2Cu2GdRuO8 tet,38.0
Sr2Cu2GdRuO8 tet,46.0
Sr2Cu2GdRuO8 tet,44.0
Sr2Cu2GdRuO8 tet,40.0
Sr2Cu2GdRuO8 tet,46.0
Sr2Cu2GdRuO8 tet,25.0
Sr2Cu2GdRuO8 tet,46.0
Sr2Cu2GdRuO8 tet,43.0
Sr2Cu2GdRuO8 tet,56.0
Sr2Cu2GdRuO8 tet,43.0
Sr2Cu2GdRuO8 tet,30.0
Sr2Cu2GdRuO8 tet,37.0
Sr2Cu2GdRuO8 tet,40.0
Sr2Cu2GdRuO8 tet,54.0
Sr2Cu2GdRuO8 tet,35.0
Sr2Cu2GdRuO8 tet,45.0
Sr2Cu2GdRuO8 tet,36.5
Sr2Cu2GdRuO8 tet,43.5
Sr2Cu2GdRuO8 tet,16.0
Sr2Cu2GdRuO8 tet,36.0
Sr2Cu2GdRuO8 tet,60.0
Sr2Cu2GdRuO8 tet,46.0
Sr2Cu2GdRuO8 tet,35.0
Sr2Cu2GdRuO8 tet,46.0
Sr2Cu2GdRuO8 tet,46.0
Sr2Cu2GdRuO8 tet,35.0
Sr2Cu2GdRuO8 tet,47.0
Sr2Cu2GdRuO8 tet,20.0
Sr2Cu2GdRuO8 tet,20.0
Sr2Cu2GdRuO8 tet,40.0
Sr2Cu2GdRuO8 tet,30.0
Sr2Cu2GdRuO8 tet,45.0
Sr2Cu2GdRuO8 tet,50.0
Sr2Cu2GdRuO8 tet,41.5
Sr2Cu2GdRuO8 tet,48.0
Sr2Cu2GdRuO8 tet,45.0
Sr2Cu2GdRuO8 tet,15.0
Sr2Cu2GdRuO8 tet,48.0
Sr2Cu2GdRuO8 tet,43.0
Sr2Cu2GdRuO8 tet,45.0
Sr2Cu2YRuO8,37.0
Sr2Cu2YRuO8,40.0
Sr2Cu2YRuO8,50.0
Sr2Cu2YRuO8,50.0
Sr2Cu2YRuO8,40.0
Sr2Cu2YRuO8,13.0
Sr2Cu2YRuO8,28.0
Sr2Cu2YRuO8,51.0
PdBiSe,1.0
PdSbSe,1.0
PtBiSe,1.45
PtBiTe,1.15
LaNiSb2,1.0
LaPdSb2,2.7
LaNi0.5Pt0.5Si,2.3
Ba0.4Sr1.6CaCu2Tl0.5Pb0.5O7,61.0
Ba0.4Sr1.6CaCu2Tl0.5Pb0.5O7,68.0
Ba0.204Sr1.78Ca0.909Cu2Tl0.607Pb0.5O7,73.8
Ba0.204Sr1.78Ca0.909Cu2Tl0.607Pb0.5O7,74.0
Ba0.16Sr1.94Ca1.9Cu3Tl0.7Pb0.2Bi0.2O9,108.4
Ba0.6Sr1.4Ca2Cu3Tl0.5Pb0.5O9,114.9
ThIrSi3,1.75
CeIrSi3,1.6
CeIrSi3,1.59
CeIrSi3,1.62
CeIrSi3,1.36
CeIrSi3,1.6
CeIrSi3,1.6
CeIrSi3,1.6
ThRhSi3,1.76
CeRhSi3,1.0
CeRhSi3,0.45
CeRhSi3,0.56
CeRhSi3,1.07
CeRhSi3,0.05
CeRhSi3,0.4
CeRhSi3,0.89
CeRhSi3,0.1
CeRhSi3,1.1
MoRuP,15.5
MoRuP,14.0
MoRuP,15.5
MoRuP,15.5
HgMo6S8 rt,7.9
HgMo6S8 rt,6.4
Y4Ir13Si9,0.07
Mg0.98Cr0.02B2,35.3
Y tf,17.0
Y tf,0.0
SrNi0.5Si1.5,2.8
SrNi0.5Si1.5,2.8
SrNi0.5Si1.5,2.0
SrNi0.5Si1.5,2.6
K0.4Ba0.6BiO2.3,29.0
K0.4Ba0.6BiO2.3,24.9
Hf10Nb3S3,6.5
Sr7Ca7Cu23.62Bi0.38O41,97.0
Sr7Ca7Cu23.62Bi0.38O41,82.0
Sr7Ca7Cu23.62Bi0.38O41,80.0
Sr7Ca7Cu23.62Bi0.38O41,10.0
Sr7Ca7Cu23.62Bi0.38O41,91.5
Sr7Ca7Cu23.62Bi0.38O41,84.0
Sr7Ca7Cu23.62Bi0.38O41,80.0
Sr7Ca7Cu23.62Bi0.38O41,91.0
Sr7Ca7Cu23.62Bi0.38O41,120.0
Sr7Ca7Cu23.62Bi0.38O41,90.3
Sr7Ca7Cu23.62Bi0.38O41,92.0
Sr1.55CaCu2Y0.26Bi2O8.12,88.8
Sr1.55CaCu2Y0.26Bi2O8.12,75.6
Sr1.55CaCu2Y0.26Bi2O8.12,32.8
Sr1.55CaCu2Y0.26Bi2O8.12,46.1
Sr1.55CaCu2Y0.26Bi2O8.12,82.0
Sr1.55CaCu2Y0.26Bi2O8.12,80.0
Sr1.55CaCu2Y0.26Bi2O8.12,10.5
Sr1.55CaCu2Y0.26Bi2O8.12,91.0
Sr1.55CaCu2Y0.26Bi2O8.12,88.0
Sr1.55CaCu2Y0.26Bi2O8.12,85.0
Sr1.55CaCu2Y0.26Bi2O8.12,86.0
Sr1.55CaCu2Y0.26Bi2O8.12,18.0
Sr1.55CaCu2Y0.26Bi2O8.12,76.0
Sr1.55CaCu2Y0.26Bi2O8.12,50.0
Sr1.55CaCu2Y0.26Bi2O8.12,40.0
Sr1.55CaCu2Y0.26Bi2O8.12,50.0
Sr1.55CaCu2Y0.26Bi2O8.12,93.0
Sr1.55CaCu2Y0.26Bi2O8.12,92.0
Sr1.55CaCu2Y0.26Bi2O8.12,85.0
Sr1.55CaCu2Y0.26Bi2O8.12,73.0
Sr1.55CaCu2Y0.26Bi2O8.12,94.0
Sr1.55CaCu2Y0.26Bi2O8.12,80.0
CeNiBi2,4.2
ErPdBi,1.22
ErPdBi,1.22
ErPdBi,1.22
ErPdBi,0.4
Sm3[C60] orth,8.0
DyNi2B2C,4.8
DyNi2B2C,4.2
DyNi2B2C,5.0
DyNi2B2C,6.2
DyNi2B2C,6.2
DyNi2B2C,6.0
DyNi2B2C,6.0
DyNi2B2C,6.0
DyNi2B2C,5.9
DyNi2B2C,4.2
DyNi2B2C,6.2
DyNi2B2C,6.4
DyNi2B2C,6.0
TbNi2B2C,1.2
Ba1.8Ca0.2Cu3La0.2Y0.8O7,84.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,78.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,81.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,81.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,83.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,85.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,85.3
Ba1.8Ca0.2Cu3La0.2Y0.8O7,81.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,78.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,82.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,83.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,79.0
TaPtSi,3.5
Po rt,4.0
MoN0.69O0.31,5.0
ZrRu0.85Rh0.15P,3.05
ZrRu0.85Rh0.15P,2.2
FeSe hp2,32.8
FeSe hp2,33.7
FeSe hp2,6.0
FeSe hp2,8.7
FeSe hp2,8.5
FeSe lt1,9.0
FeSe lt1,8.43
FeSe lt1,8.5
FeSe lt1,9.0
FeSe lt1,11.6
FeSe lt1,7.0
FeSe lt1,8.0
FeSe lt1,8.0
FeSe lt1,13.4
FeSe lt1,10.0
FeSe lt1,7.0
FeSe lt1,25.0
FeSe lt1,11.0
FeSe lt1,10.5
FeSe lt1,7.0
FeSe lt1,8.26
FeSe lt1,8.26
FeSe lt1,8.0
FeSe lt1,27.0
FeSe lt1,13.5
FeSe lt1,24.0
FeSe lt1,11.0
FeSe lt1,8.0
FeSe lt1,7.5
FeSe lt1,10.1
FeSe lt1,10.8
FeSe lt1,7.3
FeSe lt1,10.9
FeSe lt1,14.0
FeSe lt1,10.5
FeSe lt1,8.6
FeSe lt1,11.1
FeSe lt1,13.6
FeSe lt1,13.1
FeSe lt1,10.0
FeSe lt1,8.6
FeSe lt1,8.4
FeSe lt1,37.0
FeSe lt1,13.4
FeSe lt1,10.4
FeSe lt1,11.9
FeSe lt1,8.0
FeSe lt1,36.0
FeSe lt1,7.2
FeSe lt1,8.0
FeSe lt1,8.4
FeSe lt1,7.0
FeSe lt1,7.0
FeSe lt1,36.5
FeSe lt1,8.45
FeSe lt1,8.68
FeSe lt1,7.0
FeSe lt1,8.0
FeSe lt1,13.0
FeSe lt1,8.8
FeSe lt1,7.75
FeSe lt1,0.34
FeSe lt1,9.4
FeSe lt1,10.0
FeSe lt1,8.0
FeSe lt1,53.0
FeSe lt1,42.0
FeSe lt1,8.5
FeSe lt1,28.0
FeSe lt1,8.0
FeSe lt1,8.5
FeSe lt1,8.0
FeSe lt1,8.0
FeSe lt1,9.8
FeSe lt1,13.4
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,12.0
FeTe0.5Se0.5 rt,14.8
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,12.0
FeTe0.5Se0.5 rt,16.0
FeTe0.5Se0.5 rt,13.4
FeTe0.5Se0.5 rt,14.4
FeTe0.5Se0.5 rt,8.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,19.5
FeTe0.5Se0.5 rt,22.0
FeTe0.5Se0.5 rt,13.2
FeTe0.5Se0.5 rt,13.7
FeTe0.5Se0.5 rt,12.9
FeTe0.5Se0.5 rt,14.9
FeTe0.5Se0.5 rt,8.47
FeTe0.5Se0.5 rt,20.0
FeTe0.5Se0.5 rt,13.1
FeTe0.5Se0.5 rt,14.4
FeTe0.5Se0.5 rt,9.5
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,11.4
FeTe0.5Se0.5 rt,12.1
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,12.5
FeTe0.5Se0.5 rt,12.5
FeTe0.5Se0.5 rt,14.2
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,13.9
FeTe0.5Se0.5 rt,13.6
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,13.5
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,12.4
FeTe0.5Se0.5 rt,9.5
FeTe0.5Se0.5 rt,14.2
FeTe0.5Se0.5 rt,8.2
FeTe0.5Se0.5 rt,14.2
FeTe0.5Se0.5 rt,13.7
FeTe0.5Se0.5 rt,11.5
FeTe0.5Se0.5 rt,9.8
FeTe0.5Se0.5 rt,14.5
FeTe0.5Se0.5 rt,13.2
FeTe0.5Se0.5 rt,11.0
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,13.1
FeTe0.5Se0.5 rt,7.0
FeTe0.5Se0.5 rt,15.0
FeTe0.5Se0.5 rt,14.2
FeTe0.5Se0.5 rt,21.2
FeTe0.5Se0.5 rt,14.2
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.4
FeTe0.5Se0.5 rt,21.0
FeTe0.5Se0.5 rt,21.3
FeTe0.5Se0.5 rt,19.6
FeTe0.5Se0.5 rt,20.6
FeTe0.5Se0.5 rt,14.1
FeTe0.5Se0.5 rt,12.6
FeTe0.5Se0.5 rt,10.9
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,10.5
FeTe0.5Se0.5 rt,16.5
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,13.8
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,8.5
FeTe0.5Se0.5 rt,14.5
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,15.0
FeTe0.5Se0.5 rt,14.8
FeTe0.5Se0.5 rt,15.2
FeTe0.5Se0.5 rt,11.9
FeTe0.5Se0.5 rt,14.5
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,14.5
FeTe0.5Se0.5 rt,13.6
FeTe0.5Se0.5 rt,14.5
FeTe0.5Se0.5 rt,12.4
FeTe0.5Se0.5 rt,13.9
FeTe0.5Se0.5 rt,15.0
FeTe0.5Se0.5 rt,14.8
FeTe0.5Se0.5 rt,13.9
FeTe0.5Se0.5 rt,15.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.5
FeTe0.5Se0.5 rt,13.6
FeTe0.5Se0.5 rt,15.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,13.2
FeTe0.5Se0.5 rt,12.8
FeTe0.5Se0.5 rt,13.5
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,11.1
FeTe0.5Se0.5 rt,9.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,12.0
FeTe0.5Se0.5 rt,15.5
FeTe0.5Se0.5 rt,10.88
FeTe0.5Se0.5 rt,12.5
FeTe0.5Se0.5 rt,19.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.3
FeTe0.5Se0.5 rt,13.5
FeTe0.5Se0.5 rt,22.4
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,15.5
FeTe0.5Se0.5 rt,12.5
FeTe0.5Se0.5 rt,13.0
FeTe0.5Se0.5 rt,12.5
FeTe0.5Se0.5 rt,12.5
FeTe0.5Se0.5 rt,14.6
FeTe0.5Se0.5 rt,14.2
FeTe0.5Se0.5 rt,11.72
FeTe0.5Se0.5 rt,12.5
FeTe0.5Se0.5 rt,10.6
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,13.6
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,12.4
FeTe0.5Se0.5 rt,13.8
FeTe0.5Se0.5 rt,15.0
FeTe0.5Se0.5 rt,11.5
FeTe0.5Se0.5 rt,11.0
FeTe0.5Se0.5 rt,14.0
FeTe0.5Se0.5 rt,14.0
CeFeAsO rt,42.0
CeFeAsO rt,46.5
CeFeAsO rt,42.6
CeFeAsO rt,34.0
CeFeAsO rt,38.7
CeFeAsO rt,41.2
CeFeAsO rt,40.0
CeFeAsO rt,34.0
CeFeAsO rt,41.2
CeFeAsO rt,38.5
Li2.3FeTe0.5Se0.5,13.4
ScNi2B2C,16.5
ScNi2B2C,14.8
ScNi2B2C,14.9
ScNi2B2C,16.0
Y0.2Sc0.8Ni2B2C,14.8
Li0.1Mg0.8Al0.1B2,37.5
Li0.1Mg0.8Al0.1B2,30.9
Li0.1Mg0.8Al0.1B2,26.9
Li0.1Mg0.8Al0.1B2,32.0
Li0.1Mg0.8Al0.1B2,24.0
Mg0.8Zn0.1Al0.1B2,38.2
MgB1.8C0.2,34.8
MgB1.8C0.2,34.27
MgB1.8C0.2,22.0
MgB1.8C0.2,34.3
MgB1.8C0.2,33.15
MgB1.8C0.2,31.9
MgB1.8C0.2,31.0
MgB1.8C0.2,35.6
MgB1.8C0.2,29.1
MgB1.8C0.2,28.0
MgB1.8C0.2,32.0
MgB1.8C0.2,36.8
MgB1.8C0.2,33.4
MgB1.8C0.2,37.98
MgB1.8C0.2,31.4
MgB1.8C0.2,23.5
MgB1.8C0.2,33.2
MgB1.8C0.2,34.3
MgB1.8C0.2,36.1
SmFeAsO rt,55.0
SmFeAsO rt,54.0
SmFeAsO rt,55.0
SmFeAsO rt,55.0
SmFeAsO rt,55.0
SmFeAsO rt,5.0
SmFeAsO rt,11.0
SmFeAsO rt,51.0
SmFeAsO rt,51.7
SmFeAsO rt,53.2
SmFeAsO rt,53.3
SmFeAsO rt,52.5
SmFeAsO rt,54.6
SmFeAsO rt,54.0
SmFeAsO rt,50.5
PrFeAsO rt,48.0
PrFeAsO rt,51.3
PrFeAsO rt,48.2
PrFeAsO rt,47.0
PrFeAsO rt,46.7
PrFeAsO rt,49.2
PrFeAsO rt,36.4
PrFeAsO rt,43.5
PrFeAsO rt,49.2
PrFeAsO rt,48.1
PrFeAsO rt,44.0
PrFeAsO rt,3.0
PrFeAsO rt,18.0
PrFeAsO rt,15.8
PrFeAsO rt,52.0
PrFeAsO rt,42.0
PrFeAsO rt,43.0
PrFeAsO rt,37.0
PrFeAsO rt,35.0
NdFeAsO rt,51.0
NdFeAsO rt,51.0
NdFeAsO rt,53.5
NdFeAsO rt,51.0
NdFeAsO rt,52.0
NdFeAsO rt,52.3
NdFeAsO rt,54.3
NdFeAsO rt,16.0
NdFeAsO rt,53.0
NdFeAsO rt,54.3
NdFeAsO rt,53.0
NdFeAsO rt,51.0
NdFeAsO rt,36.0
NdFeAsO rt,48.0
NdFeAsO rt,53.0
NdFeAsO rt,54.2
NdFeAsO rt,53.0
LaFeAsO rt,28.0
LaFeAsO rt,28.0
LaFeAsO rt,31.2
LaFeAsO rt,28.3
LaFeAsO rt,21.0
LaFeAsO rt,14.0
LaFeAsO rt,19.9
LaFeAsO rt,21.8
LaFeAsO rt,28.0
LaFeAsO rt,28.2
LaFeAsO rt,29.0
LaFeAsO rt,28.0
LaFeAsO rt,29.0
LaFeAsO rt,27.8
LaFeAsO rt,27.0
LaFeAsO rt,25.1
LaFeAsO rt,21.0
LaFePO,3.2
LaFePO,7.0
LaFePO,8.8
LaFePO,5.8
LaFePO,6.7
LaFePO,4.9
LaFePO,8.8
LaFePO,6.6
LaFePO,6.0
LaFePO,6.8
LaFePO,5.8
LaFePO,7.5
LaFePO,7.3
LaFePO,5.8
LaFeAsO0.9F0.1 rt,28.0
LaFeAsO0.9F0.1 rt,40.0
LaFeAsO0.9F0.1 rt,41.0
LaFeAsO0.9F0.1 rt,28.0
LaFeAsO0.9F0.1 rt,19.0
LaFeAsO0.9F0.1 rt,43.0
LaFeAsO0.9F0.1 rt,12.0
LaFeAsO0.9F0.1 rt,18.0
LaFeAsO0.9F0.1 rt,24.0
LaFeAsO0.9F0.1 rt,28.9
LaFeAsO0.9F0.1 rt,21.0
LaFeAsO0.9F0.1 rt,26.0
LaFeAsO0.9F0.1 rt,26.0
LaFeAsO0.9F0.1 rt,20.0
LaFeAsO0.9F0.1 rt,21.0
LaFeAsO0.9F0.1 rt,20.0
LaFeAsO0.9F0.1 rt,19.0
LaFeAsO0.9F0.1 rt,43.0
LaFeAsO0.9F0.1 rt,24.0
LaFeAsO0.9F0.1 rt,26.0
LaFeAsO0.9F0.1 rt,26.5
LaFeAsO0.9F0.1 rt,19.0
LaFeAsO0.9F0.1 rt,25.0
LaFeAsO0.9F0.1 rt,23.0
LaFeAsO0.9F0.1 rt,40.0
LaFeAsO0.9F0.1 rt,20.6
LaFeAsO0.9F0.1 rt,29.0
LaFeAsO0.9F0.1 rt,26.0
LaFeAsO0.9F0.1 rt,28.0
LaFeAsO0.9F0.1 rt,24.0
LaFeAsO0.9F0.1 rt,23.0
LaFeAsO0.9F0.1 rt,22.0
LaFeAsO0.9F0.1 rt,26.0
LaFeAsO0.9F0.1 rt,26.0
LaFeAsO0.9F0.1 rt,27.5
LaFeAsO0.9F0.1 rt,28.2
LaFeAsO0.9F0.1 rt,22.7
LaFeAsO0.9F0.1 rt,26.0
LaFeAsO0.9F0.1 rt,14.0
LaFeAsO0.9F0.1 rt,28.0
GdFeAsO0.76Fx,10.0
GdFeAsO0.76Fx,32.0
GdFeAsO0.76Fx,51.2
GdFeAsO0.76Fx,22.7
GdFeAsO0.76Fx,36.6
GdFeAsO0.76Fx,22.0
GdFeAsO0.76Fx,20.0
CuBiSO,5.8
CoBi3,0.48
FeB4 ht-hp,2.89
FeB4 ht-hp,2.95
FeB4 ht-hp,2.9
Sr1.95Ca0.95Cu2La0.1Bi2O8.13,88.0
Sr2Ca0.9Cu2Nd0.1Bi2O8.18,89.0
Sr2Ca0.9Cu2Nd0.1Bi2O8.18,89.0
Ba2Cu4PrO8,111.4
Sr2Cu2Cd0.5YGa0.5O7 orth,44.0
Sr2Ca0.3Cu2Y0.7GaO7,40.0
Sr2Ca0.3Cu2Y0.7GaO7,35.0
Sr2Ca0.3Cu2Y0.7GaO7,25.0
Sr2Ca0.3Cu2Y0.7GaO7,73.0
Sr2Ca0.3Cu2Y0.7GaO7,40.0
