formula,Tc
Ba2Cu2.96Y[CO3]0.04O6.5,80.0
Ba2Ca1.6Cu3.5Tl0.5Pr0.4O10,117.0
Ba2Ca1.5Mg1.5Cu4.5Tl0.5O10,131.0
Ba2Ca1.5Mg1.5Cu4.5Tl0.5O10,107.0
BaSrCa0.25Cu2.9Y0.75Co0.1O6.8,75.0
BaSrCa0.25Cu2.9Y0.75Co0.1O6.8,81.0
CuLaCe0.11Pr0.89O4,23.0
CuLaCe0.11Pr0.89O4,15.0
CuLaCe0.11Pr0.89O4,26.0
CuLaCe0.11Pr0.89O4,25.5
CuLaCe0.11Pr0.89O4,20.0
CuLaCe0.11Pr0.89O4,20.0
CuLaCe0.11Pr0.89O4,23.5
CuLaCe0.11Pr0.89O4,23.8
CuLaCe0.11Pr0.89O4,25.0
Sr2Cu2Ce0.5Eu1.5Mo0.4Ru0.6O10,40.0
La0.4Pr0.6Os4Sb12,1.64
La0.4Pr0.6Os4Sb12,0.74
La0.4Pr0.6Os4Sb12,1.67
La0.4Pr0.6Os4Sb12,0.9
La0.4Pr0.6Os4Sb12,1.52
La0.4Pr0.6Os4Sb12,1.2
La0.95Pr0.05Pb3,3.5
BaCa0.475Ag0.025Cu2.5La0.6Y0.4O6,57.8
BaCa0.475Ag0.025Cu2.5La0.6Y0.4O6,49.7
BaCa0.475Ag0.025Cu2.5La0.6Y0.4O6,69.0
BaCa0.475Ag0.025Cu2.5La0.6Y0.4O6,72.2
CeCo0.5Rh0.5In5,1.4
CeCo0.5Rh0.5In5,1.3
Ba2Cu2.97GdMn0.03O7,86.5
Ce2Ir0.5Rh0.5In8,0.52
Ce2Ir0.5Rh0.5In8,0.36
Ce2Ir0.5Rh0.5In8,1.0
Ce2Ir0.5Rh0.5In8,0.4
PrOs2Ru2Sb12,1.61
PrOs2Ru2Sb12,1.7
PrOs2Ru2Sb12,1.0
PrOs2Ru2Sb12,1.43
PrOs2Ru2Sb12,1.6
La0.05Pr0.95Fe4P12 lt,1.1
Sr1.3Ca1.1Cu2.1Gd0.7Pb0.4Bi1.7O8,77.5
Sr1.3Ca1.1Cu2.1Gd0.7Pb0.4Bi1.7O8,90.0
Sr2Ca0.9Cu2Gd0.1Pb0.25Bi1.75O8.09,86.3
Sr2Ca0.9Cu2Gd0.1Pb0.25Bi1.75O8.09,56.0
Sr2Ca0.9Cu2Gd0.1Pb0.25Bi1.75O8.09,97.0
Mg0.9Zr0.1B2,38.14
Ba2Cu2.97Y0.95Pr0.05Mn0.03O7,91.8
Ba2Cu2.97Y0.95Pr0.05Mn0.03O7,87.3
Ba2Cu2.97Y0.95Pr0.05Mn0.03O7,92.5
Ba1.65Ca0.1Cu3La1.25O7.2,43.6
K0.05Ba1.92Cu3Y1.09O6.3,90.0
MgSi0.2B1.8C0.2,35.6
Ba2CaCu2.6C0.4O7,85.0
Sr2Ca2Cu3Pb0.4Bi1.6O10 lt,112.0
Sr2Ca2Cu3Pb0.4Bi1.6O10 lt,107.6
Mg0.97Al0.12B1.94C0.09,27.9
La0.1Ce0.9CoIn5,0.85
Sr2Ca1.1Cu2.1Ce0.12Pb0.4Bi1.7O8,75.0
Am hp5,1.55
Am hp5,0.8
Am hp4,1.89
Am hp4,1.11
[H2] hyp1,107.0
[H2] hyp1,162.0
Sr1.7Ca1.1Cu2.1Nd0.3Pb0.4Bi1.7O8,95.3
Cu0.14Bi2Te3,6.0
CeCo0.2Ir0.8Si3,0.62
Ca2Cu3YO7,89.6
Ca2Cu3YO7,83.5
Sr2Ca0.65Cu2Nd0.65Pb0.3Bi3.4O12,100.0
Ba2Cu2.94Zn0.06Y0.95Pr0.05O7,70.0
Ba2Cu2.94Y0.95Pr0.05Ni0.06O7,89.0
Cu0.08TaS2 rt,3.7
ZrFe0.05Ru0.95P,10.3
Sr2Ca0.21Cu2.27Lu0.79Pb0.63O7,78.0
LaGe5 rt,6.8
LaGe5 rt,7.05
LaGe5 rt,6.8
Ca2Cu2NdRuO8,36.0
La0.15Eu0.85Fe2As2 lt,19.0
La0.15Eu0.85Fe2As2 rt,12.5
K0.45Ba0.55Fe1.98Sn0.02As2 tet,27.0
Dy0.9Tm0.1Ni2B2C,4.5
ThPd2Sn,1.42
Zn20LaIr2 rt,0.6
Y0.68Gd0.32Rh4B4,2.82
Y0.68Gd0.32Rh4B4,8.8
KHgC8,1.93
KHgC8,1.9
Tb0.3Ho0.9Mo6S8,1.63
Ho0.9Er0.3Mo6S8,1.6
Y0.4Sm0.6Rh4B4,5.35
Y0.4Sm0.6Rh4B4,3.6
Ba1.2Cu2Y1.8O6,93.3
Be13U0.99Gd0.01,0.834
Be13U0.99Gd0.01,0.3
Be13U0.99Gd0.01,0.73
Be13U0.99Gd0.01,0.95
Be13Th0.024U0.966Gd0.005,0.508
Be13Th0.024U0.966Gd0.005,0.24
Be13Ce0.015U0.985,0.54
Be13Ce0.015U0.985,0.55
Be13U0.984Sm0.016,0.498
Be13La0.1U0.9,0.57
Be13La0.1U0.9,0.53
Be13U0.985Nd0.015,0.441
Be13U0.985Tb0.015,0.44
Be13U0.985Tb0.015,0.24
Be13U0.985Er0.015,0.363
Be13U0.985Er0.015,0.18
Be13U0.985Ho0.015,0.348
Be13U0.985Ho0.015,0.12
Be13U0.985Dy0.015,0.439
Be13U0.985Dy0.015,0.27
Be13U0.985Lu0.015,0.23
Be13U0.985Lu0.015,0.045
BaSbO3 calc,28.4
Ba2Cu2.94YFe0.06O7H,30.0
Sr1.6CuLa0.4Bi2I1.07O6.30,22.0
Sr1.6CuLa0.4Bi2I1.07O6.30,27.0
Sr1.6CuLa0.4Bi2I1.07O6.30,26.0
Tm0.5Lu4.5Ir4Si10,2.84
Tm0.5Lu4.5Ir4Si10,7.84
Y0.5Lu4.5Ir4Si10,3.9
Y0.5Lu4.5Ir4Si10,8.9
Lu5CoIr4Si9,3.74
Lu5CoIr4Si9,9.14
Th0.5Lu4.5Ir4Si10,4.88
Dy0.5Lu4.5Ir4Si10,1.0
Dy0.5Lu4.5Ir4Si10,6.3
Ho0.5Lu4.5Ir4Si10,1.89
Ho0.5Lu4.5Ir4Si10,7.29
Be13Sc0.1U0.9,0.7
Be12.97UB0.03,0.72
Be12.97UB0.03,0.6
Be12.97UB0.03,0.6
Y0.5Th0.5Pt2B2C,6.6
La0.5Th0.5Pt2B2C,9.8
Ba2Cu2.7HoFe0.3O6.95,41.0
Ba2Cu2.7TmNi0.3O6.95,80.0
Ba2Cu2.7TmFe0.3O6.95,77.0
YFe0.1Ni1.9B2C,5.8
YFe0.1Ni1.9B2C,9.0
YFe0.1Ni1.9B2C,15.0
YRu0.1Ni1.9B2C,7.0
Sr2CaCu1.84Co0.16Pb0.2Bi1.8O8,35.8
Sr2CaCu1.84Co0.16Pb0.2Bi1.8O8,43.0
Sr2CaCu1.84Co0.16Pb0.2Bi1.8O8,44.2
Cu0.2LuNi0.8BC,3.38
Zr2RhH,10.0
Zr2RhD0.5,9.0
LuV0.2Ni0.8BC,2.6
Sr2CaCu2Hg0.5Bi2IO8,82.0
Sr2CaCu2Hg0.5Bi2IO8,84.5
Sr2CaCu2Hg0.5Bi2IO8,83.2
Ba2Ca0.2Cu2.8Zn0.2Sm0.8O6.87,41.0
Ba2Ca0.2Cu2.8Zn0.2Sm0.8O6.87,36.0
Ba2Ca0.2Cu2.7Zn0.3Dy0.8O6.78,30.0
Ba2Ca0.2Cu2.7Zn0.3Dy0.8O6.78,22.0
Hf0.95Ta0.05V2 lt,9.6
Hf0.98Ta0.02V2 lt,10.0
Sr0.7Eu0.3Bi3,2.56
Sr0.7Eu0.3Bi3,3.5
Sr0.7Eu0.3Bi3,3.35
YbMo6Fe0.02S8,3.0
Nb3.2Co0.16Ga0.64,10.4
Nb3.2Co0.16Ga0.64,9.9
Nb3.2Co0.16Ga0.64,10.0
Nb3.2Cr0.16Ga0.64,9.7
Nb3.2Cr0.16Ga0.64,11.5
Nb3.2Cr0.16Ga0.64,13.8
Nb3.2Ni0.05Ga0.75,10.4
Nb3.2Ni0.05Ga0.75,12.0
Nb3.2Ni0.05Ga0.75,11.5
La0.53Eu0.67Mo6S8,5.85
Tm0.4Lu0.6RuB2,4.4
Gd0.1Lu0.9RuB2,6.4
Tb0.1Lu0.9RuB2,4.8
Tb0.1Lu0.9RuB2,6.8
Dy0.1Lu0.9RuB2,7.3
Ho0.1Lu0.9RuB2,7.5
Ba2Cu2.9Zn0.05YFe0.05O7,49.0
Cu0.95La2Ni0.05O4 lt,32.0
BaPb0.75Bi0.25O3,12.2
BaPb0.75Bi0.25O3,11.0
Sr2CuBi2O6.4 rt,20.0
Sr2CuBi2O6.4 rt,25.0
Ti0.5Nb0.5H0.5,8.11
Pt0.5Pd0.5H0.5,7.0
TiRu,1.07
TiRu,1.07
Dy0.5Ho0.5Ni2B2C,5.9
Y0.0035Mo3Se4,6.43
Y0.0035Mo3Se4,6.21
Ca0.003Mo3Se4,7.0
Sr0.0035Mo3Se4,7.08
Ba0.0035Mo3Se4,7.1
Ho0.0035Mo3Se4,6.45
Gd0.0035Mo3Se4,6.47
Gd0.0035Mo3Se4,6.0
Tb0.0035Mo3Se4,6.45
Dy0.0035Mo3Se4,6.46
Dy0.0035Mo3Se4,6.15
Dy0.0035Mo3Se4,5.77
Yb0.0035Mo3Se4,6.46
Yb0.0035Mo3Se4,5.8
HoFe0.005Ni2B2C1.05,7.2
NbPb1.824Sb0.456S4.28,1.05
Sr2Ca0.7Cu1.92Y0.3Co0.08Bi2O8,42.0
Sr2Ca0.7Cu1.92Y0.3Co0.08Bi2O8,72.0
Ba2CaCu1.88Tl2Co0.12O8,100.0
Ba2Ca0.8Cu1.88Tl2Y0.2Co0.12O8,60.0
La5B2C6,6.9
La5B2C6,6.8
La5B2C6,6.8
La5B2C6,6.9
La5B2C6,6.9
In5Te3,4.2
Y0.9Dy0.1Rh4B4,9.75
Y0.9Dy0.1Rh4B4,9.0
Y0.9Tm0.1Rh4B4,10.35
Y0.9Tm0.1Rh4B4,10.0
Y0.9Ho0.1Rh4B4,10.05
Y0.9Ho0.1Rh4B4,10.0
Y0.5Er0.5Rh4B4,10.45
Y0.5Er0.5Rh4B4,11.0
Y0.5Er0.5Rh4B4,9.64
Cd cub1,0.0
Be hyp hyp,0.0
Mg hyp,0.0
Sr2Cu2Cd0.5Ce1.6Gd1.4Bi0.5O11,20.0
Ba2Ca0.25Cu3Pr0.25Sm0.5O7.01,61.7
Ba0.98Tl0.02Pb0.72Bi0.28O3,7.2
Ba0.98Tl0.02Pb0.72Bi0.28O3,8.0
SrCu2Ce0.12Nd1.88O6,25.0
SrCu2Ce0.12Nd1.88O6,23.5
Sr2Ca1.99Cu3Gd0.01Pb0.3Bi1.7O10,86.0
Sr2Ca1.99Cu3Gd0.01Pb0.3Bi1.7O10,69.5
Sr2Ca0.8Cu2Tl0.5Er0.2Pb0.5O5.1,105.0
Sr4Cu3Tl0.5Pb0.5O9 tet,60.0
Sr1.75Ca0.25CuBi2O6.1,80.0
Ba2Cu2.85Zn0.075YGa0.075O7,41.7
Sr2Cu3DyPb2O8.2,70.0
Sr2Cu3NdPb2O8.2,70.0
Sr2Cu3NdPb2O8.2,51.5
Sr2Cu3PrPb2O8.3,70.0
Sr2Cu3SmPb2O8.3,70.0
Sr2Cu3GdPb2O8.3,70.0
Sr2Cu3TbPb2O8.3,70.0
Sr2Cu3TmPb2O8.3,70.0
Sr2Cu3ErPb2O8.2,70.0
Sr2Cu3YbPb2O8.2,70.0
Sr2Cu3LuPb2O8.2,70.0
Sr2Cu3HoPb2O8.2,70.0
La0.04Th3.96H15,5.2
Y0.04Th3.96H15,3.5
Th3.96Zr0.04H15,4.9
Th3.94Bi0.04H15,3.1
Th3.96Ce0.04H15,5.6
Ho0.5Lu0.5Rh4B4,8.5
Ho0.5Lu0.5Rh4B4,8.43
Nb4.66Ir2.666O1.666 rt,11.0
Mo6PbS7.78O0.22,13.6
Mo6PbS7.78O0.22,11.2
La0.1Mo6.35PbS8,12.1
La0.1Mo6.35PbS8,11.6
La0.1Mo6.35PbS8,14.3
Gd0.3Mo6.3PbS8,14.6
Gd0.3Mo6.3PbS8,8.4
Gd0.3Mo6.3PbS8,14.5
Y0.12Mo6.315Pb0.9S8,13.7
Y0.12Mo6.315Pb0.9S8,12.6
Lu0.1Mo6.35PbS8,13.4
Lu0.1Mo6.35PbS8,12.4
Lu0.1Mo6.35PbS8,12.1
Th0.1Mo6PbS8,14.0
U0.05Mo6Pb0.95S8,14.2
U0.05Mo6Pb0.95S8,13.0
YMo5SnS8,12.5
YMo5SnS8,13.7
YMo5SnS8,13.45
Cr0.05Mo6SnS7,12.2
Sr0.05Mo6SnS7,12.7
Au0.05Mo6SnS7,12.8
La0.7Ce6.3Ni3,2.1
Cu2.2Ce0.95Gd0.05Si2,0.066
Ba0.02Cu0.99Zn0.01La1.98O4,17.0
Sr0.2Ag0.04Cu0.96La1.8O4,39.0
Ag0.04Cu0.96La2O4,28.0
CaMo6S7.85O0.15,5.0
Ca0.3Eu0.7Mo6S8,5.0
Nb0.485Al0.014N0.436,14.4
BaCaCu3SmO6.9,70.0
Ba2Ca0.1Cu3Y0.8Pr0.1O6.93,91.0
Ba2Cu2.8Zn0.1YAl0.1O6.81,62.0
Ba2Cu2.65Zn0.1YAl0.25O6.75,40.0
Ba2Cu3Tl0.2Y0.8O6.9,87.5
Ba4Cu7Y2O15,120.0
Sr2Ca2Cu3In2Pb0.2Bi1.8O10,114.0
Sr2Ca2Cu3In2Pb0.2Bi1.8O10,113.0
Sr2Ca2Cu3In2Pb0.2Bi1.8O10,87.0
Sr2Ca0.35Cu2Dy0.65GaO7,60.0
K0.1Ba0.9Bi0.9Sb0.1O3,11.4
Sr0.4CuCe0.2Nd1.4O4 orth,25.0
Sr2CaCu2Bi2O8 oP,84.4
Sr2CaCu2Bi2O8 oP,84.55
Sr2CaCu2Bi2O8 oP,84.7
Sr2CaCu2Bi2O8 oP,85.1
Sr2CaCu2Bi2O8 oP,83.2
Sr2CaCu2Bi2O8 oP,85.8
Sr2CaCu2Bi2O8 oP,72.8
Sr2CaCu2Bi2O8 oP,75.0
Sr2CaCu2Bi2O8 oP,75.0
Sr2CaCu2Bi2O8 oP,87.0
Li0.062Ba2Cu3.938YO8,64.0
Ba2Ca2Cu4O9.9,106.0
Ba2CaCu3O6,107.0
Ba2CaCu3O6,111.0
Sr0.81Ca0.09CuLa0.1O2,39.9
Sr0.81Ca0.09CuLa0.1O2,41.0
Sr2Cu2.5YPb0.25Bi0.25O7,84.0
Sr2Cu2.7YMo0.3O7,33.2
Sr2Cu2.7YMo0.3O7,31.6
Sr2Cu2.7YMo0.3O7,24.0
Sr2Cu2.7YMo0.3O7,35.0
Sr2Cu2.7YMo0.3O7,21.0
Sr2Cu2.7YMo0.3O7,22.0
Sr2Cu2.7YMo0.3O7,25.0
Y0.4Er0.6Ni2B2C,12.3
Y0.4Er0.6Ni2B2C,12.5
Y0.4Er0.6Ni2B2C,14.5
Y0.9Th0.1Ni2B2C,10.0
Ba0.4Sr1.6Ca0.5Cu2Cd0.5Y0.5Pd0.5O7,40.0
Ta0.93Fe0.07S2 lt,3.5
Ta0.93Fe0.07S2 lt,3.3
WRuP,5.5
WRuP,5.0
WRuP,5.5
BaPb0.9Sb0.1O3 tet,3.5
Ba3CaCu7La2.5Gd0.5O16.539,78.0
Ba3CaCu7La2.5Gd0.5O16.539,80.0
Ba3CaCu7La2.5Gd0.5O16.539,79.0
Sr2CaCu1.95Tl0.5Co0.05Pb0.5O7,53.0
Sr2CaCu1.95Tl0.5Co0.05Pb0.5O7,53.0
Sr2CaCu1.95Tl0.5Zn0.05Pb0.5O7,73.0
Sr2CaCu1.95Tl0.5Zn0.05Pb0.5O7,73.0
Sr2CaCu1.95Tl0.5Ni0.05Pb0.5O7,50.0
Sr2CaCu1.95Tl0.5Ni0.05Pb0.5O7,50.0
Ce1.15NbS3.15,2.4
Y1.23NbS3.23,1.2
La6Ni2Sn,2.3
Sr2CaCu2Bi2O8.1 mon,100.0
Sr2CaCu2Bi2O8.1 mon,87.0
Sr2CaCu2Bi2O8.1 mon,90.0
Na0.33V2O5 lt1,9.0
Sr2Cu2YCoO7.3,33.0
Ba2Cu3Y0.4Eu0.6O7 rt,91.0
Ba2Cu3Y0.4Eu0.6O7 rt,91.0
Sr1.7CuEu0.3Bi2O6.1,14.0
Sr1.7CuEu0.3Bi2O6.1,18.33
Na0.1Ca2Cu3Y0.9O6.9,80.0
Na0.1Ca2Cu3Y0.9O6.9,85.2
Ba2Ca1.9Cu3Tl0.8Hg0.2Sm0.1O8.5,114.1
Ba2Ca1.9Cu3Tl0.8Hg0.2Sm0.1O8.5,98.5
Ba2Ca1.95Cu3Tl0.8Hg0.2Yb0.05O8.9,112.2
Ba2Ca1.95Cu3Tl0.8Hg0.2Yb0.05O8.9,106.0
Rb0.1Ba0.84Fe2Sn0.09As1.96,23.0
Rb0.1Ba0.84Fe2Sn0.09As1.96,20.0
Rb0.1Ba0.84Fe2Sn0.09As1.96,22.0
BaHg0.05Pb0.70Bi0.25O3,12.1
Sr2Ca0.5Cu2TlHo0.5O7,87.0
Sr2Ca0.5Cu2TlTb0.5O7,81.0
BaFe2SnxAs2 orth,29.0
BaFe2SnxAs2 orth,10.0
Ba2Ca3Cu4.5Tl0.25Hg0.25O11,113.0
Ba2Ca3Cu4.5Tl0.25Hg0.25O11,105.0
Ba2Ca3Cu4.5Tl0.25Hg0.25O11,93.4
Ba2Ca2Cu3.5Tl0.25Bi0.25O9.9,102.0
Ba2Ca2Cu3.5Tl0.25Bi0.25O9.9,112.0
Ba2Ca2Cu3.5Tl0.25Bi0.25O9.9,105.0
Ba2Ca2Cu3.5Tl0.25Bi0.25O9.9,99.0
Li0.25Ba2Ca2Cu3.5Tl0.25O9.9,108.0
Li0.25Ba2Ca2Cu3.5Tl0.25O9.9,106.0
Ba2Ca2Cu3.5Tl0.25Pd0.25O9.9,94.0
Ba2Ca2Cu3.5Tl0.25Pd0.25O9.9,107.0
Na0.4Ba2Ca1.6Cu3TlO9,100.0
Na0.4Ba2Ca1.6Cu3TlO9,103.0
Na0.4Ba2Ca1.6Cu3TlO9,101.57
Na0.4Ba2Ca1.6Cu3TlO9,99.3
K0.15Sr0.85Fe2As2 lt,29.0
K0.15Sr0.85Fe2As2 lt,29.0
K0.15Sr0.85Fe2As2 lt,34.0
Li0.25Ba2Ca2Cu2Tl0.25Ni1.5O9.9,110.0
Li0.25Ba2Ca2Cu2Tl0.25Ni1.5O9.9,108.4
Li0.25Ba2Ca1.5Mg0.5Cu2Tl0.25Ni1.5O9.9,107.0
Li0.25Ba2Ca1.5Mg0.5Cu2Tl0.25Ni1.5O9.9,106.0
Ca0.13La0.87FePO,5.4
Ba2Ca2CuTl0.5Zn2.5O9.9,121.0
Ba2Ca2CuTl0.5Zn2.5O9.9,121.0
Ba2CaMgCuTl0.5Zn2.5O9.9,112.0
Ba2CaMgCuTl0.5Zn2.5O9.9,112.0
NaFe0.99Co0.01As,17.0
NaFe0.99Co0.01As,19.0
NaFe0.99Co0.01As,14.0
NaFe0.99Co0.01As,20.0
NaFe0.99Co0.01As,18.0
NaFe0.99Co0.01As,13.0
Sr1.9Ca2.1Cu3Gd0.1Pb0.35Bi1.8O10.15,80.0
Sr1.9Ca2.1Cu3Gd0.1Pb0.35Bi1.8O10.15,47.0
Sr1.8Ca0.4Mg0.6Cu2Tl0.5Yb0.2Pb0.5O6.95,109.6
Sr2CaCu1.9Tl0.85Cr0.15Ge0.1O6.95,104.8
Sr2Ca0.8Cu2Tl0.5Yb0.2Pb0.5O7,107.3
Sr2Ca0.8Cu2Tl0.5Yb0.2Pb0.5O7,106.0
Sr2Ca0.8Cu2Tl0.5Yb0.2Pb0.5O7,103.0
Sr1.8MgCu2Tl0.5Yb0.2Pb0.5O6.95,95.0
Sr0.15CuLa1.84Ce0.01O4 lt,34.0
Sr0.15CuLa1.84Ce0.01O4 lt,34.3
Cu0.1Fe0.9Te0.57Se0.43,7.6
Cu0.1Fe0.9Te0.57Se0.43,2.0
Mg0.98W0.02B1.96,38.4
La2.25Nd0.75Ni2B2N3,5.5
La1.7Pr1.3Ni2B2N3,6.2
Sr0.5Nd0.5FeAsF,49.0
Sr0.5Nd0.5FeAsF,49.0
Sr0.5Nd0.5FeAsF,47.5
Sr2Mg0.5Ti0.5Fe0.9Co0.1AsO3,24.0
Sr2Mg0.5Ti0.5Fe0.9Co0.1AsO3,26.0
Sr2Mg0.5Ti0.5Fe0.9Co0.1AsO3,26.1
Sr2Mg0.5Ti0.5Fe0.9Co0.1AsO3,31.5
Fe1.11Te0.95S0.05,8.0
Fe1.11Te0.95S0.05,10.0
CaFe0.94Rh0.06AsF rt,14.0
CaFe0.94Rh0.06AsF rt,25.0
CaFe0.94Rh0.06AsF rt,25.0
CeFeSb0.05As0.95O0.9F0.1,42.76
Sr2Cu2Y0.2Ce0.7Gd1.1RuO9.91,28.0
Sr2Cu2Ce0.6Gd1.4RuO9.87,26.0
PrFe0.9Co0.1As0.9P0.1O,16.0
PrFe0.9Co0.1As0.9P0.1O,14.9
Ba2Ca3Ag0.8Cu3.2Hg0.3La0.7O10.4,126.7
CaFe1.925Rh0.075As2 lt,18.0
CaFe1.925Rh0.075As2 lt,17.6
Zn20PrIr2 rt,0.05
FeTe0.5Se0.5 lt2,15.2
FeTe0.5Se0.5 lt1,13.0
FeTe0.5Se0.5 lt1,12.9
FeTe0.5Se0.5 lt1,12.7
FeTe0.5Se0.5 lt1,13.0
FeTe0.5Se0.5 lt1,13.9
FeTe0.5Se0.5 lt1,13.9
FeTe0.5Se0.5 lt1,12.0
FeTe0.5Se0.5 lt1,13.0
FeTe0.5Se0.5 lt1,13.0
FeTe0.5Se0.5 lt1,13.3
LiCu0.02Fe0.98As,9.3
LiCu0.02Fe0.98As,13.7
K0.8Zn0.02Fe1.61Se2,30.0
K0.8Zn0.02Fe1.61Se2,31.0
BaAg0.3Si1.7,3.2
BaAg0.3Si1.7,3.2
Ir0.96Pt0.04Te2 lt1,3.1
Ir0.96Pt0.04Te2 lt1,3.0
Ir0.96Pt0.04Te2 lt2,2.5
Ir0.96Pt0.04Te2 lt1,2.7
V2Al20Ga0.2,1.68
V2Al20Ga0.2,1.66
V2Al20Ga0.2,1.65
V2Al20Ga0.2,1.69
V2Al20Ga0.2,1.82
Cs0.5Rb0.5Na2[C60],8.0
CsNa2[C60] cub,10.5
CsNa2[C60] cub,14.0
CsNa2[C60] cub,11.0
CsNa2[C60] cub,12.0
KNa2[C60] rt,19.0
CsK2[C60],24.6
CsK2[C60],24.0
CsK2[C60],24.0
CsK2[C60],24.1
Y0.05Sm0.95FeAsO0.8F0.2,39.4
Y0.05Sm0.95FeAsO0.8F0.2,43.0
Sr2Ca0.9Cu2Y0.1Bi2O8.23,108.0
Sr2Ca2Cu3Pb0.3Bi1.8O10.2,122.0
Sr2Ca2Cu3Pb0.3Bi1.8O10.2,107.0
Sr2Ca2Cu3Pb0.3Bi1.8O10.2,110.0
Sr2Ca2Cu3Pb0.3Bi1.8O10.2,107.0
Lu2SnC,5.2
Lu2SnC,5.2
Sc0.14Lu1.86Fe3Si5,3.9
Sc0.14Lu1.86Fe3Si5,4.0
Sc0.14Lu1.86Fe3Si5,3.6
Sc0.14Lu1.86Fe3Si5,4.0
SmFe0.99Ni0.01AsO0.88F0.12,45.0
SmFe0.99Ni0.01AsO0.88F0.12,46.0
SmFe0.99Ni0.01AsO0.88F0.12,45.0
SmFe0.99Ni0.01AsO0.88F0.12,44.0
K0.5Ba0.5Fe1.922Ni0.078As2,27.0
K0.5Ba0.5Fe1.922Ni0.078As2,24.32
K0.5Ba0.5Fe1.922Ni0.078As2,21.0
K0.5Ba0.5Fe1.922Ni0.078As2,26.75
K0.5Ba0.5Cu0.088Fe1.912As2,21.0
K0.5Ba0.5Cu0.088Fe1.912As2,19.38
K0.5Ba0.5Cu0.088Fe1.912As2,11.0
K0.5Ba0.5Cu0.088Fe1.912As2,22.29
K0.5Ba0.5Zn0.080Fe1.920As2,30.0
K0.5Ba0.5Zn0.080Fe1.920As2,29.12
K0.5Ba0.5Zn0.080Fe1.920As2,30.15
BaFe1.81Rh0.19As2 lt,7.0
Eu0.16ZrNCl[NH3]0.04,12.7
Eu0.16ZrNCl[NH3]0.04,13.5
Yb0.11HfNCl[NH3]0.02,23.0
Yb0.11HfNCl[NH3]0.02,23.3
Yb0.31ZrNCl[NH3]0.07,12.5
Yb0.31ZrNCl[NH3]0.07,13.1
Eu0.08HfNCl[NH3]0.02,24.3
Eu0.08HfNCl[NH3]0.02,24.7
Eu0.08HfNCl[NH3]0.02,19.2
Eu0.08HfNCl[NH3]0.02,8.7
K0.5Ba0.5Mn0.078Fe1.922As2,16.0
K0.5Ba0.5Mn0.078Fe1.922As2,9.53
BaFe1.945Ni0.055As2 lt,19.0
BaFe1.945Ni0.055As2 lt,18.0
BaFe1.945Ni0.055As2 lt,18.5
BaFe1.945Ni0.055As2 lt,19.5
BaFe1.945Ni0.055As2 lt,17.0
BaFe1.945Ni0.055As2 lt,20.0
BaFe1.945Ni0.055As2 lt,20.2
BaFe1.945Ni0.055As2 lt,16.8
BaFe1.945Ni0.055As2 lt,15.0
BaFe1.945Ni0.055As2 lt,17.0
BaFe1.945Ni0.055As2 lt,8.0
Ba1.95Cu2.95La0.05YAl0.05O7,79.0
Ba1.95Cu2.95La0.05YAl0.05O7,90.0
Ba1.95Cu2.95Zn0.05La0.05YO7,24.0
Ba1.95Cu2.95Zn0.05La0.05YO7,72.0
Zn0.02LaFe0.88Co0.1AsO,5.5
Zn0.02LaFe0.88Co0.1AsO,5.6
K0.8Fe1.7SeS,12.1
K0.8Fe1.7SeS,32.8
K0.8Fe1.7SeS,24.6
K0.8Fe1.7SeS,13.0
CaFe1.8Co0.2As2 lt,0.37
CaFe1.8Co0.2As2 lt,2.6
CaFe1.8Co0.2As2 lt,18.5
CaFe1.8Co0.2As2 lt,24.0
CaFe1.8Co0.2As2 lt,14.0
Ti0.2Nb0.8Ni2Sn,2.4
Ti0.2Nb0.8Ni2Sn,3.4
Y0.1Lu1.9Fe3Si5,4.2
Dy0.06Lu1.94Fe3Si5,4.4
CaFe0.9Co0.1AsF lt,7.0
CaFe0.9Co0.1AsF lt,4.0
CaFe0.9Co0.1AsF lt,20.0
CaFe0.9Co0.1AsF lt,24.0
FeSe lt,10.5
Mn0.01Fe0.99Se0.85 lt,11.0
Cu0.01Fe0.99Se0.85,4.0
Gd0.13Lu0.87Ni2B2C,10.0
Pr0.55Nd0.45Os4Sb12,0.9
Pr0.55Nd0.45Os4Sb12,0.76
EuFe2As1.4P0.6 lt,23.0
Sr2CaCu1.4Mn0.6Bi2O8,77.0
Sr2CaCu1.4Mn0.6Bi2O8,40.0
Li0.2Sr2CaCuBi2O8,95.0
Li0.2Sr2CaCuBi2O8,91.0
SmFeAs0.5P0.5O lt,23.4
SrRh0.2Pd1.8Ge2,2.92
SrCo0.06Pd1.94Ge2,2.58
Nb4CoSi,6.0
Ce0.9Gd0.1CoIn5,2.1
Ce0.9Gd0.1CoIn5,1.7
UFe0.05Ru1.95Si2,1.2
La0.9Gd0.1Pt4Ge12,7.68
Ba0.16Cu0.99Zn0.01La1.84O4,18.6
Ba0.095Cu0.99Zn0.01La1.905O4,12.4
Ru0.80Rh0.20As,1.6
Ru0.80Rh0.20As,1.2
BaFe1.946Ir0.054As2 lt,12.0
K0.5Ba0.5Fe1.936Ru0.064As2,37.14
Ce0.5Yb0.5CoIn5,2.3
Ru0.60Rh0.40P,2.5
Ru0.60Rh0.40P,3.7
SrIr0.12Pt1.88As2 rt,4.73
LaFeCoB2,4.1
