formula,Temperature,Eg (eV)
KF,298.0,11.0
KF,298.0,11.0
KF,298.0,6.26
LiF,298.0,13.6
LiF,298.0,9.66
LiF,0.0,14.1
LiF,298.0,14.53
LiF,298.0,13.6
LiF,298.0,24.0
LiF,298.0,13.6
LiF,298.0,10.6
LiF,298.0,22.0
LiF,298.0,7.65
LiF,298.0,8.4
LiF,298.0,12.0
LiF,298.0,13.9
LiF,298.0,14.2
NaF rt,298.0,7.65
NaF rt,298.0,21.5
NaF rt,298.0,5.77
NaF rt,298.0,10.8
NaF rt,298.0,11.0
NaF rt,298.0,12.2
RbF rt,300.0,10.3
RbF rt,298.0,8.4
HgGa2Te4 tet,298.0,0.86
Gd2O3 ht1,298.0,3.7
Nb3Ge m cub,298.0,5.2
Nb3Ge m cub,298.0,6.26
Nb3Ge m cub,298.0,6.72
GeTe rt,0.0,0.4
GeTe rt,300.0,0.1
GeTe rt,4.2,0.2
Pb0.5Ge0.5Te lt,80.0,0.292
Pb0.5Ge0.5Te rt,170.0,0.29
Pb0.5Ge0.5Te rt,230.0,0.37
RuGe0.5Si0.5,298.0,0.2
Ge2Sb2Te5,298.0,0.42
Ge2Sb2Te5,298.0,0.39
HfNiSn,298.0,0.39
HfNiSn,298.0,0.585
HfNiSn,298.0,1.16
HfNiSn,298.0,0.48
HgIn2Te4,298.0,0.78
Hg0.5In0.33Te rt,298.0,0.7
Hg0.5In0.33Te rt,298.0,0.5
Hg0.25In0.5Te ht,298.0,0.73
Mg2NiH4 ht,298.0,1.4
Mg2NiH4 ht,298.0,1.36
RbI hp1,298.0,5.04
RbI hp1,298.0,6.37
RbI hp1,80.0,6.1
RbI hp1,10.0,6.26
RbI hp1,298.0,6.0
RbI hp1,1.3,5.7266
RbI hp1,298.0,7.3
RbI hp1,90.0,6.36
RbI hp1,298.0,4.16
RbI hp1,35.0,5.74
RbI hp1,35.0,6.82
RbI hp1,35.0,-0.5
TlI rt,298.0,2.62
TlI rt,298.0,2.42
TlI rt,298.0,2.85
TlI rt,300.0,3.0
TlI rt,298.0,1.1
LaMnO3 rhom,298.0,11.23
MnO2 rt tet1,298.0,0.253
MnO2 rt tet1,298.0,0.3
Li2MgSi,298.0,0.21
Mg2[SiO4] for,1785.0,0.0016
MgO,298.0,8.9
MgO,0.0,6.21
MgO,0.0,4.5
MgO,0.0,7.73
MgO,0.0,7.27
MgO,10.0,7.8
MgO,298.0,7.77
MgO,0.0,4.65
MgO,0.0,8.21
MgO,0.0,7.0
MgO,0.0,4.19
MgO,0.0,4.36
MgO,298.0,7.8
MgO,298.0,7.77
MgO,0.0,7.53
MgO,298.0,7.674
MgO,298.0,5.13
MgO,298.0,6.06
MgO,298.0,7.7
MgO,298.0,5.2
MgO,298.0,5.0
MgO,298.0,5.13
SrMnO3 4H,298.0,1.72
SrO rt,10.0,5.4
SrO rt,0.0,7.11
SrO rt,0.0,8.54
SrO rt,298.0,4.26
SrO rt,298.0,3.83
SrO rt,298.0,3.44
Sr2MnO4,298.0,5.06
Sr2MnO4,5.0,1.8
Mo10Sb2O31 rt,298.0,0.3182
ReSe2 rt,298.0,1.17
ReSe2 rt,298.0,1.15
ReSe2 rt,298.0,1.1
ReSe2 rt,298.0,0.5
ReSe2 rt,298.0,0.185
ReSe2 rt,298.0,0.52
ReSe2 rt,298.0,1.197
ReSe2 rt,298.0,3.0
ReSe2 rt,140.0,0.001
ReSe2 rt,298.0,1.2
ReSe2 rt,140.0,0.0002
ReSe2 rt,90.0,0.0001
ReSe2 rt,298.0,3.0
ReSe2 rt,90.0,8e-08
ReSe2 rt,298.0,8e-06
ReSe2 rt,90.0,0.0002
ReSe2 rt,298.0,1.2
ReSe2 rt,300.0,1.323
ReSe2 rt,300.0,1.305
ReSe2 rt,300.0,1.19
Nd2O3 rt,298.0,2.24
Nd2O3 rt,298.0,5.66
Ti5Re24,298.0,3.68
Ti5Re24,298.0,3.5
Ti5Re24,298.0,0.91
SrPbO3 rt,298.0,1.82
PdO rt,298.0,0.1
PdO rt,298.0,0.8
PdO rt,298.0,-0.8
PdO rt,298.0,1.0
PdO rt,298.0,1.5
PdO rt,298.0,0.8
PdO rt,298.0,0.6
TiVO3,298.0,0.1
TiVO3,298.0,0.01
V3O5 ht,,0.4
V3O5 ht,298.0,0.29
Y0.2Zr0.8O1.9 ht1,298.0,5.78
Y0.2Zr0.8O1.9 ht1,298.0,6.62
Y0.2Zr0.8O1.9 ht2,298.0,6.1
Y0.2Zr0.8O1.9 ht2,298.0,7.08
Y0.2Zr0.8O1.9 ht2,298.0,1.1
Pb0.875Sn0.125Se,298.0,0.02
Pb0.875Sn0.125Se,290.0,0.07
Pb0.875Sn0.125Se,4.2,0.07
PdSe2,298.0,0.4
Sb2Te3 rt,298.0,0.14
Sb2Te3 rt,298.0,0.21
Sb2Te3 rt,298.0,0.14
Sb2Te3 rt,298.0,0.3
Sb2Te3 rt,298.0,0.03
Sb2Te3 rt,298.0,0.022
Sb2Te3 rt,0.0,0.35
TiSe2 rt,300.0,0.18
TiSe2 rt,298.0,1.17
TiSe2 rt,298.0,1.26
TiSe2 rt,298.0,0.06
TiSe2 rt,298.0,0.19
TiSe2 rt,298.0,-0.2
TiSe2 rt,298.0,-0.05
TiSe2 rt,298.0,-0.2
AgGaS2 tet,298.0,1.66
AgGaS2 tet,77.0,2.64
AgGaS2 tet,77.0,2.71
AgGaS2 tet,293.0,2.58
AgGaS2 tet,293.0,2.66
AgGaS2 tet,298.0,2.7
AgGaS2 tet,298.0,360000000.0
AgGaS2 tet,298.0,3.87
AgGaS2 tet,298.0,9.87
AgGaS2 tet,298.0,5.64
AgGaS2 tet,298.0,4.9
AgGaS2 tet,298.0,33000000.0
AgGaS2 tet,2.0,2.727
AgGaS2 tet,10.0,2.47
AgGaS2 tet,298.0,0.95
AgGaS2 tet,298.0,1.04
AgGaS2 tet,298.0,0.9455
AgInSe2 rt,298.0,0.96
AgInSe2 rt,298.0,0.52
AgInSe2 rt,298.0,3.48
AgInSe2 rt,298.0,8.15
AgInSe2 rt,298.0,4.71
AgInSe2 rt,298.0,3.82
AgInSe2 rt,298.0,0.51
AgInSe2 rt,300.0,1.2
AgInSe2 rt,77.0,1.22
AgInSe2 rt,300.0,1.21
AgInSe2 rt,13.0,1.222
AgInSe2 rt,100.0,1.229
AgInSe2 rt,200.0,1.227
AgInSe2 rt,300.0,1.216
AgInSe2 rt,300.0,-0.14
NdP rt,298.0,1.15
NdP rt,298.0,1.15
NdP rt,,0.0063
YP,298.0,1.0
YP,298.0,1.0
YP,,0.011
YP,,0.018
Ca3Al2O6,298.0,3.9
Li8Al3Si5,298.0,0.4
Li8Al3Si5,298.0,0.39
Li8Al3Si5,298.0,0.41
Li8Al3Si5,298.0,0.63
LiAlSi,298.0,0.1
MnAl2O4,298.0,3.6
Y4Al2O9 rt,298.0,6.05
YAlO3 ht,298.0,5.6
YAlO3 ht,298.0,5.46
CdO,298.0,6.56
CdO,298.0,6.07
CdO,298.0,2.5
CdO,298.0,1.2
CdO,298.0,-0.6
CdO,298.0,2.54
CdO,298.0,3.4
CdO,298.0,820000.0
CdO,298.0,0.83
CdO,298.0,1.01
CdO,298.0,2.7
CdO,298.0,3.14
CdO,298.0,1.09
CdO,298.0,2.36
CdO,298.0,1.12
CdO,298.0,1.18
CdO,298.0,1.3
CdO,298.0,1.7
CdO,298.0,0.8
CdO,298.0,2.3
CdO,298.0,2.02
CdSb,298.0,0.459
CdSb,0.0,0.57
CdSb,298.0,-0.54
CdSb,298.0,0.6
CdSb,298.0,0.7
CdSb,298.0,0.63
CdSb,298.0,0.49
CoAs2 rt,298.0,1.0
CoAs3,0.0,0.0
CoAs3,0.0,0.95
CoAs3,0.0,0.73
CoAs3,298.0,0.69
As2Se3,298.0,1.5
As2Se3,298.0,2.0
As2Se3,0.0,1.47
As2Se3,0.0,1.5
As2Se3,0.0,1.26
As2Se3,0.0,1.29
As2Se3,0.0,1.28
As2Se3,298.0,1.5
As2Se3,298.0,1.756
As2Se3,274.0,-140.0
As2Se3,80.0,-100.0
As2Se3,80.0,-0.79
As2Se3,274.0,2.0
As2Se3,80.0,2.1
As2Se3,385.0,1e-08
As2Se3,275.0,1e-12
As2Se3,300.0,1.7e-12
As2Se3,300.0,1e-12
As2Se3,300.0,1.8e-12
As2Se3,300.0,1000000.0
Cu3AsSe4 rt,298.0,0.88
Cu3AsSe4 rt,298.0,0.48
Ga0.5In0.5As m,298.0,2.648
Ga0.5In0.5As m,298.0,0.14
Ga0.5In0.5As m,298.0,0.116
Ga0.5In0.5As m,298.0,0.256
Ga0.5In0.5As m,298.0,0.77
Ga0.5In0.5As m,298.0,0.7
Ga0.5In0.5As m,298.0,1.6
Ga0.5In0.5As m,298.0,1.35
Ga0.5In0.5As m,298.0,0.54
GaSnxAs,0.0,1.49
GaSnxAs,0.0,1.69
GaSnxAs,297.0,1.424
GaSnxAs,297.0,1.708
GaSnxAs,297.0,1.9
BaBr2 rt,298.0,5.0
CdBr2 6R,77.0,4.77
CdBr2 6R,4.2,4.82
CdBr2 6R,298.0,4.4
CdBr2 6R,30.0,5.4
CdBr2 6R,30.0,6.0
CdBr2 6R,298.0,7.41
Gd2S3 ht,298.0,1.67
Nd2O3 ht1,298.0,3.8
BaZrO3,298.0,3.23
BaZrO3,298.0,3.55
BeO rt,298.0,9.25
BeO rt,298.0,11.2
BeO rt,298.0,7.8
BeO rt,298.0,11.6
BeO rt,298.0,7.54
BeO rt,298.0,7.32
Bi12.8O19.2 m,298.0,2.61
Bi2S3,30.0,1.37
Bi2S3,298.0,1.3
Bi2S3,0.0,1.45
Bi2S3,298.0,1.28
Bi2S3,298.0,1.38
Bi2S3,298.0,8000000.0
Bi2S3,298.0,1.1
Bi2S3,298.0,1.36
BiClO,298.0,210.0
CuBi2O4,298.0,2.0
CuBi2O4,298.0,2.0
BiI3 rhom,4.2,2.072
BiI3 rhom,298.0,2.08
BiI3 rhom,2.0,2.0081
BiI3 rhom,4.2,2.011
BiSI,298.0,1.59
BiSeI,298.0,1.28
BiSeI,298.0,0.06
NbBiO4 rt,298.0,2.6
Pb6.15Bi9.85O21,298.0,2.51
Sc2O3,298.0,7.6
Sc2O3,8.0,6.2
TlBiSe2,298.0,0.3
TlBiSe2,298.0,0.06
TlBiSe2,298.0,0.1
TlBiSe2,298.0,0.32
Tl0.85Bi0.15,298.0,3.77
Tl0.85Bi0.15,298.0,0.374
YB6,0.0,3.67
YB6,0.0,4.1
YB6,298.0,3.8
YB6,298.0,1.22
CsCdBr3,298.0,3.595
CsPbBr3 ht2,30.0,2.33
CsPbBr3 ht2,90.0,1.66
CsPbBr3 ht2,90.0,1.69
CsPbBr3 ht2,298.0,0.4
NaBr,298.0,10.1
NaBr,298.0,4.24
NaBr,35.0,6.72
NaBr,35.0,7.2
NaBr,35.0,-0.8
NaBr,35.0,-0.7
NaBr,298.0,7.92
NaBr,78.0,7.0255
KBr rt,80.0,4.3
KBr rt,298.0,6.0
KBr rt,298.0,7.3
KBr rt,0.0,4.9
KBr rt,0.0,4.86
KBr rt,298.0,7.8
KBr rt,298.0,9.5
KBr rt,298.0,450000000.0
KBr rt,298.0,5.76
KBr rt,35.0,6.75
KBr rt,35.0,7.24
KBr rt,35.0,-2.5
KBr rt,10.0,7.55
LiBr rt,298.0,7.6
LiBr rt,298.0,7.6
LiBr rt,298.0,4.94
Ca2CuO3 ht,298.0,2.6
Er2S3 mon2,298.0,2.48
CaS,298.0,2.75
CaS,0.0,7.6
CaS,298.0,3.2
Ho2S3,298.0,2.53
P2O5 orth1,298.0,6.6
CdIn2Te4 rt,298.0,1.26
CdIn2Te4 rt,298.0,0.9
CdIn2Te4 rt,0.0,1.27
CdIn2Te4 rt,0.0,-0.5
CdIn2Te4 rt,298.0,1.18
CdIn2Te4 rt,298.0,1.18
CdIn2Te4 rt,300.0,1.196
CdIn2Te4 rt,0.0,1.312
Cd0.51In0.33Te,298.0,0.78
Cd0.51In0.33Te,298.0,0.46
Cd0.51In0.33Te,298.0,66.0
Cd0.51In0.33Te,298.0,62.0
Cd0.3Sn0.7Se,298.0,2.11
Cd0.3Sn0.7Se,298.0,2.11
Sb2S3,295.0,1.88
Sb2S3,298.0,1.84
Sb2S3,298.0,1.76
Sb2S3,27.0,1.749
Sb2S3,298.0,1.64
Sb2S3,298.0,2.12
Sb2S3,298.0,1.88
Sb2S3,500.0,0.099
Sb2S3,500.0,0.003
Sb2S3,500.0,0.044
Sb2S3,298.0,1.5
CeCl3,298.0,3.6
CeCl3,298.0,3.7
CeF3,298.0,10.0
CeCoIn5,298.0,8.86
CeCoIn5,298.0,5.94
CeCoIn5,298.0,0.69
RuGa2,298.0,0.23
RuGa2,298.0,1.42
RuGa3,298.0,0.3
RuGa3,298.0,0.38
RuGa3,,0.33
GeS2 rt,298.0,2.3
CeNiIn,298.0,18.6
CePt3Si,298.0,3.0
CePt3Si,298.0,3.6
CePtSi3,298.0,3.53
Ce3Se4 ht,298.0,1.85
Ce3Se4 ht,298.0,1.85
LaCl3,298.0,4.5
LaCl3,298.0,4.2
MgNi3C,7.0,3.62
MgNi3C,298.0,3.9
MgNi3C,0.0,3.42
CoP3,298.0,0.43
CoP3,,0.045
CoP3,298.0,0.28
CoP3,298.0,0.07
LaP,298.0,1.46
LaP,298.0,0.56
LaP,298.0,1.46
LaP,,0.14
Nd1.94Co0.06O2.97,298.0,180000000.0
TiCoSb,298.0,0.16
TiCoSb,298.0,0.4
TiCoSb,298.0,0.26
TiCoSb,298.0,0.24
TiCoSb,298.0,0.19
TiCoSb,298.0,1.83
TiCoSb,298.0,1.06
TiCoSb,298.0,0.95
TiCo2Sn,298.0,0.47
TiCo2Sn,298.0,0.59
CuCrO2 rt,298.0,1.2
CrSb2,298.0,0.0714
CrSb2,298.0,0.071
CrSb2,298.0,0.0054
CrSb2,298.0,0.14
CuGaS2 rt,298.0,2.38
CuGaS2 rt,77.0,2.43
CuGaS2 rt,77.0,2.48
CuGaS2 rt,293.0,2.38
CuGaS2 rt,293.0,2.44
CuGaS2 rt,298.0,58.0
CuGaS2 rt,298.0,0.91
CuGaS2 rt,298.0,26000.0
CuGaS2 rt,298.0,3.59
CuGaS2 rt,298.0,1.25
CuGaS2 rt,298.0,3.01
CuGaS2 rt,298.0,1.73
CuGaS2 rt,298.0,2.16
CuGaS2 rt,298.0,2.68
CuGaS2 rt,298.0,2.53
CuGaS2 rt,298.0,4.58
CuGaS2 rt,298.0,9.95
CuGaS2 rt,298.0,5.6
CuGaS2 rt,298.0,4.91
CuGaS2 rt,0.0,2.5193
CuGaS2 rt,10.0,2.5
CuGaS2 rt,10.0,2.491
CuGaS2 rt,10.0,2.483
CuGaS2 rt,298.0,2.5
CuGaS2 rt,298.0,300000.0
CuGaS2 rt,298.0,-22.0
CuGaS2 rt,298.0,45.0
CuGaS2 rt,298.0,-4.4
CuGaS2 rt,300.0,270000.0
CuGaS2 rt,300.0,2.5
CuGaS2 rt,300.0,3.01
CuGaS2 rt,298.0,0.608
CuGaS2 rt,2.0,2.53
CuGaS2 rt,298.0,2.502
CuGaS2 rt,298.0,2.523
CuGaS2 rt,298.0,0.6932
Gd2O3 rt,298.0,3.6
Cu0.5In0.5Se ht,298.0,0.96
CuInSe2 rt,298.0,0.86
CuInSe2 rt,298.0,0.92
CuInSe2 rt,298.0,1.0
CuInSe2 rt,298.0,0.92
CuInSe2 rt,298.0,0.985
CuInSe2 rt,298.0,0.98
CuInSe2 rt,298.0,0.7
CuInSe2 rt,298.0,4.53
CuInSe2 rt,298.0,0.98
CuInSe2 rt,298.0,3.77
CuInSe2 rt,298.0,1.52
CuInSe2 rt,298.0,1.77
CuInSe2 rt,298.0,3.74
CuInSe2 rt,298.0,1.96
CuInSe2 rt,298.0,1.1
CuInSe2 rt,77.0,1.05
CuInSe2 rt,298.0,0.85
CuInSe2 rt,298.0,0.99
CuInSe2 rt,298.0,1.015
CuInSe2 rt,298.0,0.488
CuInSe2 rt,298.0,0.996
CuInSe2 rt,300.0,1.025
CuInSe2 rt,298.0,1.02
CuInSe2 rt,298.0,0.95
CuInSe2 rt,70.0,1.0
CuInSe2 rt,300.0,0.96
CuInSe2 rt,298.0,4000.0
CuInSe2 rt,298.0,1.008
CuInSe2 rt,300.0,1.0
CuInSe2 rt,77.0,1.04
CuInSe2 rt,300.0,7000.0
CuInSe2 rt,300.0,37000.0
CuInSe2 rt,298.0,1.04
CuInSe2 rt,298.0,0.995
CuInSe2 rt,10.0,1.185
CuInSe2 rt,300.0,1.015
CuInSe2 rt,298.0,1.04
CuIn3Se5,298.0,900000.0
CuIn3Se5,298.0,135000.0
CuInTe2 rt,298.0,0.95
CuInTe2 rt,298.0,1.0
CuInTe2 rt,298.0,0.9
CuInTe2 rt,290.0,1.06
CuInTe2 rt,298.0,0.94
CuInTe2 rt,300.0,100000.0
CuInTe2 rt,300.0,0.942
CuInTe2 rt,300.0,0.995
CuInTe2 rt,298.0,0.432
CuInTe2 rt,70.0,0.96
CuInTe2 rt,300.0,1.0
CuInTe2 rt,298.0,0.78
CuInTe2 rt,298.0,0.92
CuInTe2 rt,298.0,0.965
Cu0.5In0.5Te ht,298.0,1.2
Cu0.5In0.5Te ht,298.0,0.95
CuLa2O4 rt,298.0,3600000.0
CuLa2O4 rt,20.0,0.1
CuLa2O4 rt,298.0,13.67
CuLa2O4 rt,298.0,1.85
CuLa2O4 rt,298.0,0.1
CuLa2O4 rt,298.0,1.65
CuLa2O4 rt,298.0,0.0
CuLa2O4 rt,298.0,4.2
CuLa2O4 rt,298.0,0.42
CuLa2O4 rt,298.0,0.1
CuLa2O4 rt,325.0,0.0025
CuLa2O4 rt,100.0,0.0095
CuNd2O4 rt,298.0,400000.0
CuNd2O4 rt,298.0,1.6
CuNd2O4 rt,298.0,2.2
CuPr2O4 rt,298.0,1.5
CuWO4 rt,298.0,780000.0
CuWO4 rt,298.0,710000.0
CuWO4 rt,298.0,-11.0
CuWO4 rt,298.0,-25.0
CuWO4 rt,298.0,2.15
CuWO4 rt,298.0,2.34
Cu4Sn7S16 rt,,0.8
Cu4Sn7S16 rt,298.0,0.5
Cu4Sn7S16 rt,298.0,0.36
Er2Te3 rt,298.0,0.77
KI rt,80.0,4.1
KI rt,298.0,5.06
KI rt,298.0,6.3
KI rt,80.0,6.2
KI rt,10.0,6.31
KI rt,298.0,6.0
KI rt,1.3,5.8277
KI rt,298.0,7.6
KI rt,298.0,6.5
KI rt,298.0,5.07
KI rt,298.0,600.0
KI rt,35.0,5.85
KI rt,35.0,7.1
KI rt,35.0,-0.85
KI rt,10.0,6.31
Eu4P2.67,5.0,1.2
Eu4P2.67,298.0,0.4
EuTe hp cub1,298.0,1.13
EuTe hp cub1,298.0,2.0
EuTe hp cub1,298.0,-120.0
FeIn2S4,298.0,2.39
FeIn2S4,298.0,1.38
FeIn2S4,298.0,1.38
FeIn2S4,298.0,1.68
FeIn2S4,298.0,0.245
Fe[PO4] rt,298.0,0.8
Fe[PO4] rt,298.0,1.0
OsS2,298.0,0.11
OsS2,298.0,2.0
KNiF3,298.0,0.392
KNiF3,298.0,3.0
NiF2 rt,298.0,6.5
NiF2 rt,298.0,7.0
NiF2 rt,298.0,6.5
NiF2 rt,298.0,8.5
HgGa2Se4,298.0,1.95
HgGa2Se4,0.0,2.293
HgGa2Se4,298.0,2.15
Rh2Ga9,298.0,3.5
Rh2Ga9,298.0,3.52
Rh2Ga9,0.0,0.295
GdIn3,298.0,0.00018
Gd3S4 ht,298.0,1.56
ZnGaxSe,7.0,69.0
UGe2 rt,298.0,1.0
UGe2 rt,298.0,2.6
UGe2 rt,298.0,1.7
UGe2 rt,298.0,0.6
UGe2 rt,298.0,3.4
UGe2 rt,298.0,3.6
UGe2 rt,298.0,3.5
Hf[SiO4],298.0,4.5
Hf[SiO4],298.0,7.8
NaI,298.0,3.3
NaI,298.0,5.3
NaI,298.0,5.7
NaI,1.3,5.6151
NaI,298.0,3.8
NaI,35.0,5.6
NaI,35.0,6.72
NaI,35.0,-0.85
NaI,35.0,-0.8
NaI,78.0,5.8904
NaI,298.0,0.001
NbS2 ht,298.0,2.1
NbS2 ht,298.0,3.6
NbS2 ht,298.0,2.1
NbS2 ht,298.0,3.6
NbS2 ht,298.0,4.6
NbS2 ht,298.0,2.15
NbS2 ht,298.0,1.19
NbS2 ht,298.0,0.56
SbSI rt,298.0,1.82
SbSI rt,298.0,1.87
SbSI rt,308.0,1.82
SbSI rt,308.0,1.91
SbSI rt,298.0,-0.9
SbSI rt,308.0,1.41
SbSI rt,298.0,2.11
LaMnO3 orth,298.0,1.0
LaMnO3 orth,298.0,0.12
LaMnO3 orth,298.0,1.45
LaMnO3 orth,298.0,1.0
La2Zr2O7,0.0,4.5
La2Zr2O7,298.0,3.52
Li2O rt,298.0,6.0
Li4[SiO4] tricl,298.0,4.98
TiS2,298.0,0.2
TiS2,298.0,0.3
TiS2,298.0,0.3
TiS2,298.0,1.97
TiS2,298.0,1.29
TiS2,298.0,1.33
TiS2,298.0,0.8
TiS2,298.0,0.1
TiS2,298.0,0.2
TiS2,298.0,0.84
TiS2,298.0,1.02
TiS2,298.0,0.23
TiS2,298.0,0.29
TiS2,298.0,0.45
TiS2,298.0,-0.007
Lu2O3,298.0,3.4
Lu2O3,8.0,5.8
Lu2O3,298.0,5.0
Lu2O3,298.0,3.6
ZnS ht,0.0,3.66
ZnS ht,0.0,5.02
ZnS ht,0.0,4.08
ZnS ht,0.0,5.06
ZnS ht,0.0,5.55
ZnS ht,0.0,3.588
ZnS ht,0.0,4.148
ZnS ht,0.0,4.243
ZnS ht,298.0,3.8
ZnS ht,298.0,3.8
ZnS ht,0.0,3.91
ZnS ht,298.0,3.67
ZnS ht,298.0,-0.0058
ZnS ht,298.0,-0.47
ZnS ht,298.0,3.43
ZnS ht,298.0,2000000.0
ZnS ht,298.0,3.6
Sr2MoO4,298.0,7.79
SrMoO3 rt,298.0,6.88
MoSe2 2H,0.0,1.1
MoSe2 2H,0.0,0.35
MoSe2 2H,298.0,1.9
MoSe2 2H,298.0,1.1
MoSe2 2H,298.0,0.27
MoSe2 2H,298.0,40.0
MoSe2 2H,12.0,1.165
MoSe2 2H,300.0,1.1
MoSe2 2H,15.0,1.16
MoSe2 2H,298.0,1.4
MoSe2 2H,298.0,1.42
MoSe2 2H,298.0,0.77
MoSe2 2H,298.0,1.43
Na2SiO3,298.0,6.46
Na2SiO3,298.0,9.98
Na2SiO3,298.0,2.5
Na2SiO3,298.0,2.32
RuS2,298.0,1.38
RuS2,298.0,0.56
RuS2,298.0,1.8
RuS2,298.0,1.3
RuS2,300.0,90000.0
RuS2,4.2,90000.0
Nd2Zr2O7,298.0,2.67
SmP,298.0,1.1
SmP,298.0,1.1
SmP,,0.012
Si2N2O,298.0,5.97
Si2N2O,298.0,5.2
Sm2Zr2O7,298.0,3.81
Sm2Zr2O7,298.0,2.92
Sm2Zr2O7,298.0,2.86
SrZrO3 rt orth,298.0,5.2
SrZrO3 rt orth,298.0,5.02
SrZrO3 rt orth,298.0,5.6
SrZrO3 rt orth,298.0,5.74
SrZrO3 rt orth,298.0,3.72
SrZrO3 rt orth,298.0,3.799
SrZrO3 rt orth,298.0,3.764
SrZrO3 rt orth,298.0,5.6
SrZrO3 rt orth,298.0,3.767
SrZrO3 rt orth,298.0,3.749
Ta2O5 ht,298.0,6.6
Ta2O5 ht,298.0,4.7
TmTe,298.0,0.2
TmTe,298.0,-100.0
TmTe,298.0,-100.0
TmTe,298.0,0.32
TmTe,298.0,0.45
TmTe,298.0,-207.0
TmTe,298.0,0.085
TmTe,298.0,0.16
TmTe,298.0,0.03
TmTe,0.0,0.28
Pr2S3 ht1,298.0,1.64
TlS lt,298.0,0.94
TlS lt,298.0,1.37
Sn2S3 rt,298.0,0.85
Sn2S3 rt,298.0,2.0
SnPS3 ht,298.0,2.34
SnS rt,295.0,1.6
SnS rt,295.0,1.296
SnS rt,298.0,-83.0
SnS rt,295.0,-73.0
SnS rt,295.0,-0.563
SnS rt,295.0,1.076
SnS rt,295.0,1.049
SnS rt,295.0,-56.0
SnS rt,295.0,-60.0
SnS rt,295.0,-0.24
SnS rt,295.0,-0.36
SnS rt,0.0,1.1
SnS rt,298.0,1.8
SnS rt,298.0,1.6
SnS rt,298.0,1.1
SnS rt,298.0,1.3
SnS rt,298.0,1.32
SnS rt,298.0,1.35482
SnS rt,298.0,1.38
SnS rt,298.0,1.358
SnS rt,180.0,3800000.0
SnS rt,303.0,4100000.0
SnS rt,298.0,26600.0
SnS rt,298.0,97400.0
SnS rt,298.0,12000000.0
SnS rt,100.0,1.344
SnS rt,320.0,1.282
SnS rt,320.0,1.18
SnS rt,100.0,1.279
SnS rt,100.0,1.339
SnS rt,320.0,1.204
SnS rt,298.0,-0.5
SnS rt,298.0,1.33
SnS rt,298.0,1.28
SnS rt,298.0,1.4
SnS rt,298.0,1.6
SnS rt,298.0,1.7
SnS rt,298.0,1.1
SnS rt,298.0,4500000.0
SnS ht2,298.0,1.4
SnS ht2,298.0,0.3
TlSbSe2 rt,298.0,1.27
SnTe0.5Se0.5 rt,298.0,0.608
Tl4ZrSe4,298.0,1.3
ZrSe2 rt,298.0,1.1
ZrSe2 rt,298.0,1.1
Yb2S3 rhom,298.0,2.39
Tl2S rt,293.0,90000.0
Tl2S rt,293.0,40000.0
Tl2ZrS3,298.0,1.13
Tl4ZrS4,298.0,1.7
ZrS2,298.0,1.7
ZrS2,298.0,2.63
ZrS2,298.0,2.73
ZrS2,50.0,2.27
ZrS2,50.0,2.56
ZrS2,50.0,1.78
ZrS2,300.0,100000.0
Tl2ZrTe3,298.0,0.7
As2S3 orp,300.0,2.7
As2S3 orp,300.0,1.6
As2S3 orp,300.0,-140.0
As2S3 orp,300.0,-1.3
As2S3 orp,298.0,2.7
As2S3 orp,298.0,2.8
As2S3 orp,298.0,2.7
As2S3 orp,298.0,2.38
As2S3 orp,298.0,2.7
As2S3 orp,298.0,1.6
As2S3 orp,298.0,-140.0
As2S3 orp,300.0,1000000.0
As2S3 orp,298.0,2.44
As2S3 orp,298.0,2.7
AgI rt,298.0,2.63
AgI rt,298.0,-0.0004
AgBr0.5Cl0.5,1.5,-13.0
AgBr0.5Cl0.5,1.5,19.0
AgBr0.5Cl0.5,298.0,0.598
AgBr0.5Cl0.5,298.0,1.644
CuBr rt,298.0,3.1
CuBr rt,85.0,6.39
CuBr rt,85.0,5.3
CuBr rt,0.0,0.9
CuBr rt,298.0,0.044
CuBr rt,298.0,0.111
CuBr rt,298.0,2.91
CuBr rt,298.0,2.88
CuBr rt,1.6,3.0726
CuBr rt,298.0,0.15
CuBr rt,6.0,3.1
CuBr rt,298.0,3.0
CuBr rt,298.0,0.418
AgBr,4.0,3.0
AgBr,4.2,2.7
AgBr,4.0,2.693
AgBr,1.2,2.6844
AgBr,1.8,2.69
AgBr,298.0,1.0
AgBr,298.0,2.9
AgBr,298.0,0.681
AgBr,298.0,1.698
AgI m,298.0,2.22
CuCl2 hp,298.0,1.8
CuCl rt,298.0,18.0
CuCl rt,298.0,3.0
CuCl rt,298.0,2.7
CuCl rt,298.0,2.0
CuCl rt,0.0,3.79
CuCl rt,0.0,3.09
CuCl rt,0.0,2.0
CuCl rt,298.0,-2.3
CuCl rt,298.0,3.4
CuCl rt,85.0,6.8
CuCl rt,85.0,8.3
CuCl rt,300.0,17.8
CuCl rt,298.0,5.1
CuCl rt,298.0,4.3
CuCl rt,298.0,4.3
CuCl rt,0.0,1.65
CuCl rt,298.0,3.17
CuCl rt,298.0,3.46
CuCl rt,298.0,-0.07
CuCl rt,6.0,6.8
CuCl rt,6.0,13.1
CuCl rt,298.0,5.39
CuCl rt,298.0,5.64
