formula,target
ZnIn2O4,136.18515489642056
Li3Bi,28.243592228782617
Ir3Se8,83.57523946209719
MgGeIr2,184.40172188098165
MnPt,167.7987431970083
Be3Nb,154.5108077119057
Be5Pd,146.0
RbCuCl3,16.35023031219307
Rb2PtF6,22.0
YRu2,166.91440452231404
Cs2PtC2,33.281345049382175
SbSeI,9.380911452963089
TiTc2W,263.4211122633923
Ti2ReNi,192.46332898348885
Ti5Si3,138.9600469376611
Hf6NiSb2,126.26698011380928
GePbO3,19.0
Nb2Co3Si,228.0
BaZn,20.696606309909004
AlCrNi2,162.12391406151738
TiSiOs2,278.9728230212238
Sc2CuIr,125.46671185301254
TiCuSn,102.81306790035676
HgS,50.0
InN,255.0
Au3O,115.9161704104378
Cu(AsO2)2,19.73687592342545
Li2(NiO2)3,94.52160695616924
KHgF3,50.74615979275404
InPd,110.66751034713508
CoTe,110.36267817696071
Ga3Ge,53.0
CoOF,101.34508641400622
ZrSnPt,130.0
Zn2SbN3,131.5797457456543
DyYHg2,65.0
Ca3SiO,58.0
Pa3Ge,107.0
ZrRe2,251.42709705049617
Nb3B4,273.9442218478777
LiFePO4,90.8627654557033
Ti3TeO8,6.28209345852283
Na(CuS)4,58.246634757777606
GeAs,19.89456655584237
InCuO2,122.0293357808156
Li2SbAu,53.0
Ca2Si,36.71050402926868
Nb3Sb,173.9432842659071
Mg(AlH4)2,14.0
NbSiIr,244.47062343374145
P2O3,2.7020277376567003
Te2W,19.89178457601911
NbCu3Se4,33.16779922499612
CsScO2,63.367095138484366
ZrOs,208.8296007520016
Mg(BC)2,157.97894470289947
KLiSO4,34.98062953961143
Bi3BrO4,59.79841066318468
LiCoAs,54.31116436083512
Mo3Ir,288.0
Ti2BRh6,227.79000756782145
U2Mo,176.17283718773552
CaSiO3,92.0
AlSb,49.20318080636925
CrB4,277.0
Na2H4Pd,23.0
SiP2,12.0
Mg(AlC)2,133.91307120997374
HgO,23.565021467619324
AlMo3,224.92447410257813
LiMg2Zn,40.33093155529893
Fe7C3,242.40659582607552
TaCu3Se4,31.474865945476346
GaNi,152.85097899727958
PmSmHg2,57.0
DyCl3,12.2033183201991
Li(Co3P2)2,199.22335327380443
WC,385.1942481675284
NdB6,174.31637520805657
SeOF2,7.497908463350384
YbPt3,161.0
Te4Mo3,32.978695411206445
ZrInNi4,160.81851204307287
VRu,252.46379523552025
CrCoGe,174.57386862132347
Ni2P2O7,131.0
Ba3BiP,17.0
KAcTe2,37.0
BaSb2Pd,54.66715005851732
CeB2Ir3,241.13502127278625
Pr2S3,72.72686842496417
MgB9N,209.11702116348144
Nb3O7F,213.5427069227158
Eu(MgBi)2,33.418467153660124
AlAgTe2,42.36020434817861
MgCdAg2,69.32204373111257
Nb2Al,160.52537160491346
Cu2WS4,13.221564092527096
Rb2HfF6,21.892361678505907
ZrNi2,163.56307412137517
SrZn5,52.98076365450311
RbCl,15.0
CaAu2,66.56092850096904
BiBr3,3.625381196197215
Mg2Ga5,45.0
Sr2CrN3,89.56329026908081
K2Cu(ClF)2,18.659614288291788
BeSiNi2,197.8914058873584
HfSi,152.65474235592092
MgMnRh2,133.24878082811966
Ti3Cu4,132.0
Al12Tc,94.8011786237398
Ca2Mn2O5,107.32007833607685
ScZnRh2,148.45474613717224
CaMg(CO3)2,89.40632000383019
VRhO4,214.0360603156628
HoInCu2,84.0
TiFe2Ge,214.5881294353697
Hf2Al3,114.0
Sc2GaAg,80.08938138158933
BaGaSiH,46.84523932426226
CaGa3Ni2,84.59408069327993
