formula,Temperature,Seebeck (uV/K)
CoSb3,300.0,130.0
CoSb3,550.0,268.0
CoSb3,500.0,188.0
CoSb3,300.0,-175.0
CoSb3,550.0,144.0
CoSb3,541.0,105.9
CoSb3,650.0,164.8
CoSb3,500.0,276.0
CoSb3,298.0,192.0
CoSb3,298.0,250.0
CoSb3,580.0,122.0
CoSb3,580.0,160.0
CoSb3,350.0,-425.79
CoSb3,700.0,80.0
CoSb3,298.0,2.2
CoSb3,298.0,-181.0
CoSb3,550.0,-230.0
CoSb3,298.0,1366.42
CoSb3,700.0,73.3
CoSb3,375.0,29.5
CoSb3,298.0,58.0
CoSb3,673.0,100.0
CoSb3,373.0,54.0
CoSb3,100.0,79.0
CoSb3,298.0,150.0
CoSb3,250.0,140.0
CoSb3,950.0,66.0
CoSb3,76.0,-199.0
CoSb3,298.0,-423.0
CoSb3,323.0,-223.0
CoSb3,723.0,139.0
CoSb3,773.0,15.0
CoSb3,298.0,-630.0
CoSb3,754.0,-107.0
CoSb3,325.0,-333.0
CoSb3,550.0,165.0
CoSb3,773.0,250.0
CoSb3,298.0,-455.0
CoSb3,298.0,-191.0
CoSb3,300.0,87.0
CoSb3,300.0,100.0
CoSb3,300.0,-275.0
UMn2 rt,300.0,9.4
UMn2 rt,240.0,7.4
PtSb2,235.0,160.0
PtSb2,600.0,15.0
PtSb2,300.0,80.0
PtSb2,298.0,10.0
PtSb2,298.0,-50.0
PtSb2,300.0,-68.0
Ag2Te rt,300.0,-65.0
CeS,300.0,18.0
ErCo2 rt,40.0,-3.9
ErCo2 rt,50.0,-2.1
ErCo2 rt,50.0,6.5
Ru2Ge3 rt,300.0,310.0
Ag4Ce3Ge4,298.0,8.73
Ag4Ce3Sn4,298.0,-0.89
Ag4Ce3Sn4,60.0,1.64
AgCeSn,300.0,13.6
AgCeSn,100.0,4.5
AgCeSn,15.0,1.8
Ag2NdGe2,298.0,1.4
Ag2NdGe2,60.0,2.09
Ag2NdGe2,12.0,-1.84
Ag2PrGe2,298.0,0.71
Ag2PrGe2,55.0,3.12
Ag2PrGe2,12.0,-2.0
AgPrSn,297.0,12.6
AgPrSn,100.0,3.3
AgPrSn,5.0,0.7
Pr3Sn,50.0,-1.5
Pr3Sn,5.8,-4.7
Pr3Sn,11.0,9.8
Pr3Sn,300.0,4.3
Ag0.7TiTe2,400.0,80.0
Ag0.7TiTe2,300.0,-30.0
Cu0.1CeAl1.9,5.0,-6.4
Cu0.1CeAl1.9,298.0,9.5
Cu4CeAl8,350.0,5.2
Cu4CeAl8,100.0,1.7
Cu4CeAl8,30.0,-0.9
Cu4CeAl8,6.0,0.2
Cu4CeAl8,1.5,-0.5
Cu4CeAl,30.0,9.69
Cu4CeAl,31.0,9.5
Cu4CeAl,28.0,35.0
Cu4CeAl,275.0,5.5
Cu4CeAl,28.0,9.5
Cu4CeAl,275.0,1.5
CuCeAl3 ht,3.2,-4.0
CuCeAl3 ht,180.0,14.0
CuCeAl3 ht,300.0,12.0
Cu6.28LaAl6.72,350.0,-4.0
Cu6.28LaAl6.72,96.0,-1.2
Cu6.28LaAl6.72,6.0,-0.1
Cu4YbAl,125.0,-21.0
Cu4YbAl,290.0,-15.0
Mg1.97Al0.03Si,670.0,-266.0
PtAl2 hp,298.0,-1.49
PrTi2Al20,300.0,0.6
PrTi2Al20,300.0,-1.2
PtAl2,298.0,-1.51
B6As,673.0,475.0
WAs2,298.0,4.0
NiAs rt,298.0,-2.57
MoAs2,298.0,10.0
BaFe4Sb12,100.0,20.44
BaFe4Sb12,100.0,34.5
BaFe4Sb12,400.0,72.8
Tb2.67S4 ht,925.0,-190.0
Tb2.67S4 ht,275.0,-69.0
Nd2Fe14B rt,290.0,-9.5
YbB6,300.0,-100.0
Sm4Bi3,298.0,40.0
Sm4Bi3,298.0,43.0
Sm4Bi3,423.0,35.0
Sm4Bi3,423.0,0.0
Sm4Bi3,333.0,43.0
Sm4Bi3,573.0,30.0
Sm4Bi3,573.0,0.0
Sm4Bi3,300.0,-40.0
Sm4Bi3,298.0,-26.0
Sm4Bi3,298.0,12.0
Ge2Bi2Te5,298.0,57.0
Ge2Bi2Te5,95.0,23.0
Ge2Bi2Te5,460.0,64.0
Ge3.66Bi2.34Te7,298.0,56.0
Ge3Bi2Te6,298.0,53.0
Ge3Bi2Te6,98.0,18.0
Ge3Bi2Te6,450.0,59.0
GeBi2Te4,298.0,70.0
GeBi2Te4,298.0,133.0
GeBi2Te4,298.0,110.0
GeBi2Te4,90.0,8.0
GeBi2Te4,300.0,-7.0
GeBi2Te4,450.0,-18.0
GeBi4Te7,298.0,-160.0
GeBi4Te7,90.0,-55.0
GeBi4Te7,450.0,-120.0
Bi4Te3,400.0,-26.0
Bi4Te5,400.0,-46.3
Bi4Te5,298.0,-39.0
Bi8Te9,400.0,-46.3
Ge5Bi2Te8,298.0,69.0
Ge5Bi2Te8,95.0,23.0
Ge5Bi2Te8,450.0,90.0
GeBi6Te10,298.0,-65.0
GeBi6Te10,95.0,-20.0
GeBi6Te10,450.0,-96.0
Ge0.85Bi0.09Te rt,298.0,70.0
Ge0.85Bi0.09Te rt,298.0,35.0
SnBi2Te4,298.0,82.0
CaFe4Sb12,100.0,23.1
CaFe4Sb12,100.0,31.0
CaFe4Sb12,40.0,16.5
CaFe4Sb12,40.0,10.0
Zn6.53Cd0.13Sb5,298.0,130.0
Zn0.5Cd0.5Te ht,298.0,47.0
Ce2Co3Ge5,298.0,15.5
Ce3CoGe2,298.0,-5.1
CeCo0.5Ge1.5,298.0,5.14
CeCo0.9Ge2,298.0,8.5
CeCoGe3,298.0,15.8
Cu0.5CeSn2,298.0,1.5
CePd3,298.0,48.0
CePdGe,2.0,4.0
CePdGe,11.0,-8.0
CePdGe,106.0,15.8
CePdGe,300.0,4.5
CePtGe,2.0,-2.8
CePtGe,105.0,33.5
CePtGe,300.0,17.2
CeRu2Ge2,100.0,-10.0
CeRu2Ge2,100.0,41.0
Ce8Pd24In,298.0,-21.8
Ce8Pd24In,78.0,-6.5
CePdIn,100.0,31.0
Ce6MnSb15,300.0,-2.0
CePd2Si2,275.0,2.9
CePd2Si2,90.0,20.0
CePd2Si2,23.0,-10.0
CePd2Si2,4.0,0.5
CePd2Si2,10.0,3.2
CePd2Si2,30.0,-8.3
CePd2Si2,105.0,16.5
CePd2Si2,293.0,1.3
CePd3Si0.2,298.0,-6.3
CePd3Si0.2,78.0,-1.0
CeRu2Si2,50.0,16.0
CeRu2Si2,228.0,40.0
CeRu2Si2,50.0,-6.0
CeRu2Si2,228.0,33.0
CeRu2Si2,26.0,14.4
CeRu2Si2,26.0,11.4
CeRu2Si2,1.5,0.41
CeRu2Si2,1.5,2.18
CeRu2Si2,165.0,28.0
CeRu2Si2,300.0,27.7
CeRu2Si2,240.0,28.5
CeRu2Si2,50.0,11.9
CeRu2Si2,23.0,15.5
CeRuSi2,360.0,-15.8
CeRuSi2,298.0,-22.0
Y0.5Ce0.5Si2 tet,300.0,-21.0
Er3Co6Sn5,298.0,-17.0
HfCoSn,298.0,-8.3
HfCo2Sn,298.0,-17.0
CoO ht rt,1473.0,291.4
CoO ht rt,1250.0,270.0
CoO ht rt,1370.0,230.0
Ti3SiC2,1000.0,1.84
Ti3SiC2,298.0,4.4
CuDy5Pb3,300.0,-17.2
CuDy5Pb3,25.0,0.2
Cu4Er3Sn4 rt,78.0,-3.2
Cu4Er3Sn4 rt,300.0,-4.2
CuErSn,78.0,0.4
CuErSn,300.0,1.2
CuEu2O4 rt,25.0,-140.0
CuEu2O4 rt,298.0,-560.0
CuEu2O4 rt,25.0,-240.0
CuEu2O4 rt,298.0,-470.0
Eu2O3 rt,1080.0,8500.0
Eu2O3 rt,975.0,4000.0
Cu0.35Fe0.35Ni0.30,1.5,-0.41
Cu0.35Fe0.35Ni0.30,100.0,-0.1
Cu0.35Fe0.35Ni0.30,295.0,0.45
HgSe rt,5.0,-13.0
Cu4Nd2Sn5,298.0,-2.3
Cu0.3NdSn2,298.0,1.5
CuTi5Sb2,80.0,-0.49
CuTi5Sb2,298.0,-2.8
CuTi5Sb2,298.0,-3.77
Cu2SmSn2,78.0,-2.5
Cu2SmSn2,300.0,-2.2
Cu4.6Sm0.95Sn1.4,298.0,7.0
Cu4Sm2Sn5,298.0,-2.82
Cu4Sm3Sn4,78.0,-1.2
Cu4Sm3Sn4,150.0,0.5
Cu5SmSn,78.0,1.0
Cu5SmSn,300.0,7.5
CuSmSn,180.0,5.0
CuSmSn,300.0,4.0
Mn0.19Fe0.77Si0.04,300.0,4.0
Mn0.19Fe0.77Si0.04,847.0,10.0
Mn0.5Fe0.5Si,298.0,18.7
NbFeSb,282.0,-84.0
NbFeSb,50.0,-9.0
Fe0.5Ni0.5Sb3,300.0,-35.4
Sr2Sb3,298.0,-100.0
SrFe4Sb12,100.0,21.9
SrFe4Sb12,100.0,29.0
Zr6FeSb2,298.0,-4.0
Zr6FeSb2,173.0,-5.1
Zr6FeSb2,50.0,-2.0
ZrFeSb,290.0,-2.0
ZrFeSb,20.0,-2.0
Sc2Fe3Si,293.0,-3.0
VFe2Si rt,300.0,-29.0
VFe2Si rt,124.0,-22.1
VFe2Si rt,200.0,-26.9
VFe2Si rt,500.0,-46.9
VFe2Si rt,297.0,-22.0
VFe2Si rt,77.0,-28.0
VFe2Si rt,11.0,-15.0
Ni1.5Ga0.5Sb0.5,330.0,-7.0
Gd2Ti3Ge4,298.0,-0.2
Gd2Ti3Ge4,37.0,2.01
GeTe rt,298.0,34.805
GeTe rt,298.0,41.0
Sm2PdGe6,298.0,4.5
YbPtGe,27.0,6.0
YbPtGe,110.0,-3.7
YbPtGe,290.0,1.8
YbPtGe2,195.0,-46.0
RuGe0.5Si0.5,298.0,223.0
GeSb4Te7,100.0,15.0
GeSb4Te7,425.0,40.0
Ge0.85Sb0.10Te rt,323.0,52.0
Sb2Te,310.0,6.7
Sb4Te3,300.0,10.0
SbTe,310.0,33.0
Sn0.75Ge0.25Te rt,298.0,40.0
Tb2Ti3Ge4,280.0,0.36
Tb2Ti3Ge4,50.0,5.79
HfNiSn,298.0,-103.0
HfNiSn,298.0,-145.0
HfNiSn,80.0,-179.0
HfNiSn,300.0,-348.0
In0.8Pb0.2,383.0,0.75
In0.8Pb0.2,383.0,0.15
In0.8Pb0.2,383.0,0.02
In0.8Pb0.2,383.0,-0.02
In0.8Pb0.2,383.0,-0.27
In0.8Pb0.2,383.0,-0.55
LaMnO3 rhom,,27.1
LaMnO3 rhom,300.0,12.0
LaMnO3 rhom,230.0,27.0
LaMnO3 rhom,220.0,4.0
LaMnO3 rhom,298.0,8.0
LaMnO3 rhom,300.0,10.0
LaMnO3 rhom,513.0,0.2
Ti5Mn0.45Sb2.55,80.0,1.84
Ti5Mn0.45Sb2.55,298.0,1.87
Ti5Mn0.45Sb2.55,298.0,1.27
Tb2Mn3Si5 ht,132.0,0.0
Tb2Mn3Si5 ht,298.0,-10.0
Mo10Sb2O31 rt,298.0,550.0
NdRuSn3,100.0,5.5
NdRuSn3,300.0,9.0
Ni0.5Pd0.5,773.0,-24.3
Ni0.5Pd0.5,773.0,-21.4
Ni0.5Pd0.5,773.0,-19.7
YbNi4P2,35.0,-40.1
YbNi4P2,298.0,-2.2
Ti5Re24,300.0,10.3
Ti5Re24,6.0,0.19
SrPbO3 rt,100.0,-117.7
SrPbO3 rt,275.0,-150.0
SrPbO3 rt,7.0,-15.0
SrPbO3 rt,285.0,-227.0
SrPbO3 rt,285.0,-227.0
SrPbO3 rt,10.0,-18.0
SrPbO3 rt,300.0,-235.0
PdO rt,298.0,0.0
PdO rt,300.0,250.0
TiVO3,77.0,78.0
TiVO3,298.0,106.0
TiVO3,450.0,51.0
V3O5 ht,431.0,-5.0
V3O5 ht,480.0,-15.0
V3O5 ht,430.0,-5.0
V3O5 ht,480.0,-15.0
Y0.2Zr0.8O1.9 ht2,1133.0,-420.0
Y0.2Zr0.8O1.9 ht2,1673.0,-360.0
PdSe2,298.0,500.0
Sb2Te3 rt,298.0,86.9
Sb2Te3 rt,574.0,122.0
Sb2Te3 rt,298.0,75.0
Sb2Te3 rt,300.0,146.0
Sb2Te3 rt,50.0,35.0
Sb2Te3 rt,600.0,46.0
Sb2Te3 rt,300.0,25.0
Sb2Te3 rt,600.0,68.0
Sb2Te3 rt,300.0,77.0
Sb2Te3 rt,300.0,118.0
Sb2Te3 rt,298.0,130.0
TiSe2 rt,298.0,-165.0
TiSe2 rt,314.0,0.0
TiSe2 rt,298.0,-7.0
TiSe2 rt,300.0,-5.0
TiSe2 rt,700.0,47.0
Ag0.5Bi0.5Se ht2,600.0,-230.0
Ag2Se ht,603.0,-75.0
Ag2Se ht,1140.0,-75.0
Ag2Se ht,1180.0,-50.0
Ag2CeSi2,60.0,-1.03
Ag2EuSi2,9.0,200.0
Ag2EuSi2,55.0,-620.0
Ag2EuSi2,130.0,-400.0
Ag2EuSi2,170.0,-1070.0
Ag2LaSi2,60.0,2.27
Ni3AlC,298.0,1.29
Ni3AlC,2.0,-0.61
TbAl2.7Ge0.3,,0.4
TbAl2.7Ge0.3,4.0,6.5
TbAl2.7Ge0.3,20.0,3.2
TbMn4Al8,281.0,7.95
CdO,1023.0,-136.0
CdO,347.0,-56.0
CdO,973.0,186.0
CoAs2 rt,298.0,-200.0
CoAs rt,298.0,-18.97
Cr2Se3 rt,500.0,-120.0
Cr2Se3 rt,870.0,-160.0
Cr2Se3 rt,500.0,-158.0
Cr2Se3 rt,870.0,30.0
GdB2C2,300.0,-6.7
Er3Ni,7.5,-0.6
ErB12,2.1,1.12
ErB12,300.0,-4.1
HoB12 rt,2.2,1.35
HoB12 rt,300.0,-4.86
Bi2S3,300.0,-550.0
Bi2S3,300.0,-600.0
Bi2S3,300.0,-650.0
Bi2S3,300.0,-690.0
Bi2S3,300.0,-750.0
Bi2S3,298.0,-84.25
Bi2S3,298.0,215.03
Bi2S3,323.0,-332.0
Bi2S3,323.0,-498.0
Bi2S3,573.0,-478.0
Bi2S3,298.0,650.0
Bi2S3,323.0,-480.0
Ge2Bi10Te17,298.0,-75.0
Ge2Bi10Te17,97.0,-16.0
Ge2Bi10Te17,450.0,-77.0
BiSeI,295.0,-55.0
Bi2SeO2,300.0,-93.0
Bi2SeO2,470.0,-81.0
SnBi4Te7,300.0,-55.0
Sb2S3,300.0,1060.0
Sb2S3,520.0,120.0
Sb2S3,520.0,50.0
Cu2CeGe2,298.0,3.8
Cu2CeGe2,23.0,-6.4
Cu2CeGe2,15.0,-8.5
Cu2CeGe2,80.0,13.5
Cu2CeGe2,300.0,4.0
CuCe2Ge6,170.0,1.0
CuCe5Pb3,298.0,-13.0
CeFeGe3,80.0,54.0
CeFeGe3,295.0,22.0
RuGa2,350.0,220.0
RuGa2,1000.0,132.0
RuGa2,373.0,300.0
RuGa3,373.0,-546.0
RuGa3,960.0,200.0
RuGa3,373.0,-482.0
CeNi2Ge2 m,298.0,-3.0
CeNi2Ge2 m,298.0,2.0
CeNi2Ge2 m,100.0,43.0
CeNi2Ge2 m,100.0,28.0
CeNi2Ge2 m,298.0,-3.0
CeNi2Ge2 m,100.0,22.0
CeNi2Ge2 m,200.0,23.9
CeNi2Ge2 m,100.0,38.3
CeNi2Ge2 m,10.0,21.9
CeNi2Ge2 m,298.0,8.2
CeNi2Ge2 m,1.0,0.7
CeNi2Ge2 m,10.0,7.7
CeNi2Ge2 m,80.0,-2.8
CeNi2Ge2 m,110.0,-2.4
CeNi2Ge2 m,380.0,-6.2
CeNi2Ge2 m,100.0,38.0
CeNi2Ge2 m,100.0,23.0
CeNi9Ge4,298.0,2.1
CeNi9Ge4,7.0,32.4
CeNiGe,300.0,34.0
CeNiGe,150.0,36.0
CeNiGe,5.0,10.0
CeNiGe2,298.0,14.0
CeTiGe rt,298.0,-7.24
CeTiGe rt,18.0,88.0
CeTiGe rt,300.0,-3.0
CeTiGe rt,17.0,60.0
Ce2Ni2In,6.0,3.9
Ce2Ni2In,250.0,40.8
Ce2Ni2In,300.0,36.4
CeNi4In,300.0,-6.2
CeNiIn,120.0,36.0
CeNiIn,120.0,58.0
CeNiIn,100.0,50.0
CeNiIn4,77.0,2.0
CeNiIn4,170.0,4.0
CeNiIn4,300.0,7.0
MgNi3C,298.0,-12.8
Yb3Co4Ge13,250.0,18.0
Yb3Co4Ge13,300.0,-20.0
Mo3Sb7 rt,298.0,15.5
Mo3Sb7 rt,300.0,18.0
Mo3Sb7 rt,800.0,50.0
NdCoO3,150.0,1050.0
NdCo0.42Sn2,298.0,-6.3
PrCoO3 rt,300.0,836.0
Ti5Co0.5Sb2.5,80.0,0.54
Ti5Co0.5Sb2.5,298.0,-0.16
Ti5Co0.5Sb2.5,298.0,-0.94
TiCoSb,330.0,-230.0
TiCoSb,80.0,6.93
TiCoSb,600.0,-355.0
TiCoSb,298.0,-175.4
TiCoSb,298.0,-346.0
TiCoSb,298.0,-175.2
TiCoSb,298.0,-205.0
TiCoSb,298.0,-324.0
TiCoSb,100.0,-10.0
TiCoSb,350.0,-50.0
TiCoSb,80.0,6.4
TiCoSb,350.0,-35.0
TiCo2Sn,298.0,-24.4
ZrCoSn hex,298.0,0.5
ZrCo2Sn,298.0,-14.6
CuCrO2 rt,350.0,1040.0
CuCrO2 rt,298.0,1100.0
CuCrO2 rt,700.0,700.0
CuCrO2 rt,298.0,350.0
CuCrO2 rt,205.0,369.0
CuCrO2 rt,300.0,1100.0
CuCrS2 ht,298.0,221.0
CuCrS2 rt,298.0,61.0
CuCrS2 rt,298.0,134.0
Cr2S3 rt rhom,500.0,-285.0
Cr2S3 rt rhom,870.0,-320.0
Cr2S3 rt rhom,500.0,-285.0
Cr2S3 rt rhom,870.0,-320.0
Cr2S3 rt rhom,130.0,-325.0
Cr2S3 rt rhom,530.0,-305.0
CuCr2Te4,300.0,1.0
LaCr2Ni3,298.0,1.5
CrSb2,7.0,-42.0
CrSb2,323.0,-75.0
CrSb2,60.0,-431.0
CrSb2,300.0,-62.0
CrSb2,600.0,-50.0
CrSb2,100.0,-140.0
CrSb2,18.0,-4500.0
Cu4.6Dy0.95Sn1.4,298.0,5.1
CuGd2O4 ht,125.0,-1260.0
CuGd2O4 ht,298.0,-450.0
CuGd2O4 ht,298.0,-170.0
CuGd2O4 ht,25.0,-40.0
CuTb rt,300.0,10.0
CuYb2Ge6,7.0,-1.9
CuYb2Ge6,300.0,-34.7
CuYb2Ge6,500.0,-31.3
HoSb rt,298.0,-10.5
LuIn3,50.0,1.1
CuInSe2 rt,298.0,52.0
CuInSe2 rt,80.0,18.0
CuInSe2 rt,560.0,-206.0
CuInSe2 rt,293.0,625.0
CuInSe2 rt,260.0,1300.0
CuInTe2 rt,300.0,384.0
CuInTe2 rt,600.0,267.2
Cu0.5In0.5Te ht,298.0,926.0
TmIn3,283.0,3.0
TmIn3,118.0,1.5
TmIn3,11.0,-4.0
CuLa2O4 rt,200.0,84.2
CuLa2O4 rt,200.0,100.4
CuLa2O4 rt,300.0,165.8
CuLa2O4 rt,300.0,184.6
CuLa2O4 rt,100.0,313.0
CuLa2O4 rt,298.0,340.0
CuLa2O4 rt,298.0,475.0
CuLa2O4 rt,300.0,325.0
CuLa2O4 rt,100.0,350.0
CuLa2O4 rt,90.0,709.0
CuLa2O4 rt,150.0,39.0
CuLa2O4 rt,298.0,300.0
CuLa2O4 rt,100.0,450.0
CuLa2O4 rt,298.0,375.0
CuLa2O4 rt,800.0,200.0
CuLa2O4 rt,573.0,220.0
CuLa2O4 rt,300.0,399.0
CuLa2O4 rt,10.0,15.0
CuLa2O4 rt,290.0,158.0
CuLa2O4 rt,100.0,120.0
CuLa2O4 rt,325.0,55.7
CuLa2O4 rt,50.0,11.9
CuLa2O4 rt,200.0,28.6
CuLa2O4 rt,45.0,350.0
CuLa2O4 rt,325.0,230.0
CuLa2O4 rt,98.0,70.0
CuLa2O4 rt,320.0,250.0
CuLa2O4 rt,281.0,33.0
CuLa2O4 rt,118.0,28.0
CuLa2O4 rt,45.0,12.0
CuLa2O4 rt,973.0,189.5
CuLa2O4 rt,973.0,316.8
CuNd2O4 rt,300.0,-330.0
CuNd2O4 rt,184.0,1880.0
CuNd2O4 rt,298.0,1190.0
CuNd2O4 rt,53.0,-2040.0
CuNd2O4 rt,298.0,-700.0
CuNd2O4 rt,300.0,-130.0
CuNd2O4 rt,230.0,-145.0
CuNd2O4 rt,0.0,0.0
CuNd2O4 rt,300.0,-799.0
CuNd2O4 rt,300.0,-163.0
CuNd2O4 rt,20.0,42.0
CuNd2O4 rt,43.0,82.0
CuNd2O4 rt,100.0,-25.0
CuNd2O4 rt,287.0,-32.0
CuPr2O4 rt,225.0,-1210.0
CuPr2O4 rt,298.0,-1120.0
CuPr2O4 rt,225.0,-710.0
CuPr2O4 rt,298.0,-460.0
CuWO4 rt,250.0,750.0
CuWO4 rt,287.0,610.0
CuZrSn,380.0,2.5
CuZrSn,80.0,1.1
Cu4Sn7S16 rt,435.0,-661.0
Cu4Sn7S16 rt,305.0,-568.0
Er2Te3 rt,298.0,172.0
Eu4P2.67,298.0,450.0
GdSn3 ht,5.0,0.4
GdSn3 ht,300.0,1.6
GdSn2.75 rt,298.0,-1.8
FeTe2,310.0,4.0
FeTe2,500.0,-79.0
FeTe2,755.0,-46.0
NdFe0.16Sn2,298.0,-7.6
FeSn0.2Sb1.8,50.0,25.0
FeSn0.2Sb1.8,400.0,30.8
Ti5FeSb2,80.0,-3.45
Ti5FeSb2,298.0,0.76
Ti5FeSb2,298.0,1.64
TaS2 lt trig1,298.0,-14.2
TaS2 lt trig1,298.0,6.5
TaS2 lt trig1,150.0,11.7
TaS2 lt trig1,150.0,80.3
TaS2 lt trig1,293.0,-9.5
TaS2 lt trig1,363.0,3.1
TaS2 lt trig1,298.0,-9.0
PdGa rt,50.0,-0.65
PdGa rt,293.0,-3.6
GdIn3,230.0,-0.2
GdIn3,110.0,-0.4
GdIn3,12.0,0.4
Gd3S4 ht,298.0,-86.0
SmIn3 rt,300.0,3.7
SmIn3 rt,80.0,1.0
SmIn3 rt,13.0,-0.75
LaNi2Ge2 m,298.0,-16.0
LaNi2Ge2 m,50.0,-4.0
LaNi2Ge2 m,300.0,-6.0
TmNiGe,400.0,-6.05
Ho3Ni,18.0,0.12
Ho3Ni,13.0,0.47
In0.2Pb0.8Te,300.0,-3.0
In0.2Pb0.8Te,300.0,-125.0
LaMnO3 orth,298.0,-7.0
LaMnO3 orth,,9.0
LaMnO3 orth,298.0,94.0
LaMnO3 orth,1273.0,29.0
LaMnO3 orth,1273.0,34.0
LaMnO3 orth,300.0,350.0
LaMnO3 orth,300.0,8.0
LaMnO3 orth,300.0,460.0
LaMnO3 orth,800.0,13.0
LaNi9Si4,5.0,-500.0
LaNi9Si4,300.0,-4.7
LaNi9Si4,800.0,-6.5
La3Ni2Sn7,298.0,-2.3
La4.87Ni12Sn24,300.0,-2.11
La4.87Ni12Sn24,80.0,-2.75
La4.87Ni12Sn24,380.0,-1.72
LaNi0.7Sn2,298.0,-2.6
LaNi4Sn2,298.0,-16.0
La3Sn lt1,295.0,-1.0
La3Sn lt1,100.0,1.2
La3Sn lt1,10.0,0.9
La3Sn lt1,250.0,4.2
LaRhO3,323.0,550.0
LaRhO3,300.0,380.0
LaRhO3,800.0,400.0
TiS2,300.0,-238.0
TiS2,310.0,-248.0
TiS2,50.0,-10.0
TiS2,298.0,-38.7
TiS2,298.0,-80.0
TiS2,663.0,-83.6
TiS2,300.0,-153.0
TiS2,700.0,-252.0
Mn0.1Pb0.9Te,298.0,307.0
Mn0.1Pb0.9Te,88.0,88.0
Mo6PbSe8,250.0,19.2
PrSb rt,298.0,-8.7
NiSn0.75Sb2.25,200.0,-20.0
NiSn1.4Sb1.6,200.0,-34.0
Pb0.77Sb0.15Te m,298.0,-119.0
Pb0.77Sb0.15Te m,325.0,-53.0
TmTe,298.0,-160.0
SnS rt,298.0,21.0
Sm4Sb3,298.0,-4.4
TmSb,298.0,-9.0
SnTe0.5Se0.5 rt,300.0,-168.3
SnTe0.5Se0.5 rt,300.0,-168.9
Tl2ZrTe3,298.0,120.0
Ag0.5Sb0.5Te,310.0,55.2
Ag0.5Sb0.5Te,530.0,129.8
Ag0.5Sb0.5Te,298.0,114.0
Ag0.5Sb0.5Te,320.0,250.0
Ag0.5Sb0.5Te,298.0,240.0
Ag0.5Sb0.5Te,77.0,150.0
Ag0.5Sb0.5Te,320.0,68.0
Ag0.5Sb0.5Te,530.0,145.0
Ag0.5Sb0.5Te,325.0,250.0
Ag0.5Sb0.5Te,298.0,93.0
CeAl2Ga2,298.0,2.5
CeAl2Ga2,10.0,-15.0
CeAl2Ga2,65.0,20.0
CeAlGa,180.0,-3.5
FeAl2O4,298.0,50.0
FeAl2O4,298.0,-118.0
FeAl2O4,298.0,90.0
VFe2Al rt,300.0,40.0
VFe2Al rt,298.0,-99.0
VFe2Al rt,298.0,-29.9
VFe2Al rt,298.0,-14.7
VFe2Al rt,90.0,-9.31
VFe2Al rt,750.0,-9.3
VFe2Al rt,350.0,-19.4
V0.4Fe2.6Al,297.0,-95.0
V0.4Fe2.6Al,540.0,-34.0
VFe2Al rt,15.0,5.5
VFe2Al rt,190.0,52.0
VFe2Al rt,300.0,40.0
VFe2Al rt,300.0,27.5
VFe2Al rt,100.0,17.7
VFe2Al rt,300.0,40.7
InBi,285.0,-5.7
InBi,263.0,8.8
InAs0.5P0.5,400.0,470.0
InAs0.5P0.5,300.0,100.0
TiAs rt,298.0,-5.14
VAs,298.0,-3.16
VAs2,298.0,20.0
GeS rt,298.0,11.13
GeS rt,298.0,2.46
BaFe12O19,323.0,-760.0
BaUO3,900.0,-170.0
BiTeI rt,298.0,51.0
BiTeI rt,110.0,25.0
PbBi2Se4,298.0,-31.0
SmB6,5.0,-265.0
SmB66,300.0,100.0
YB66,660.0,420.0
Ca2Fe2O5 ht,1048.0,260.0
CaFe2O4,298.0,-0.067
Ca2Fe2O5 rt,393.0,380.0
Mo2S3 ht,385.0,10.0
Mo2S3 ht,600.0,-65.0
Mo2S3 ht,880.0,50.0
MoS2 2H,298.0,-275.0
CdF2,325.0,-440.0
Cu2CeIn,100.0,43.0
Cu2CeIn,25.0,89.0
Cu2CeIn,25.0,54.0
Cu4.4CeIn1.6,300.0,13.8
Cu4.4CeIn1.6,27.0,51.3
Cu6Ce lt,300.0,15.0
Cu6Ce lt,40.0,54.0
Cu6Ce lt,2.0,27.5
Cu6Ce lt,50.0,44.5
Cu6Ce lt,50.0,44.5
Cu6Ce lt,2.0,15.0
Cu6Ce lt,300.0,12.5
CuCeIn,298.0,9.49
Cu2CeSi2 lt,298.0,8.0
Cu2CeSi2 lt,298.0,15.0
Cu2CeSi2 lt,30.0,-38.0
Cu2CeSi2 lt,30.0,-20.0
Cu2CeSi2 lt,27.0,-32.5
Cu2CeSi2 lt,275.0,15.0
Cu2CeSi2 lt,4.2,-7.0
Cu2CeSi2 lt,100.0,4.0
Cu2CeSi2 lt,150.0,10.0
Cu2CeSi2 lt,300.0,5.0
Cu2CeSi2 lt,1.25,-6.0
Cu2CeSi2 lt,0.73,-0.5
Cu2CeSi2 lt,1.16,-6.0
Cu2CeSi2 lt,0.73,-3.0
Cu2CeSi2 lt,0.22,0.8
Cu2CeSi2 lt,300.0,14.0
Cu2CeSi2 lt,18.0,-30.0
Cu2CeSi2 lt,1.5,-7.0
Cu2CeSi2 lt,298.0,51.0
Cu2CeSi2 lt,50.0,27.0
Cu2CeSi2 lt,18.0,29.0
Cu2CeSi2 lt,9.0,22.0
Cu2CeSi2 lt,0.2,1.0
Cu2CeSi2 lt,20.0,-33.5
Cu2CeSi2 lt,180.0,22.5
Cu2CeSi2 lt,300.0,16.0
