formula,Temperature,Seebeck (uV/K)
La0.5Ce0.5In3,300.0,15.0
La0.5Ce0.5In3,5.0,6.0
La0.5Ce0.5In3,50.0,43.0
La0.5Ce0.5In3,290.0,7.0
Ag5Pb2O6,80.0,-4.0
Ag0.25Cd0.5Ga0.25Te,300.0,-300.0
Sr0.6La0.4Fe0.4Co0.6O3 rt,250.0,189.0
Sr0.6La0.4Fe0.4Co0.6O3 rt,298.0,-9.2
Sr0.6La0.4Fe0.4Co0.6O3 rt,1220.0,12.0
Sr0.6La0.4Fe0.4Co0.6O3 rt,373.0,84.0
Sr0.6La0.4Fe0.4Co0.6O3 ht,298.0,-7.1
Sr0.6La0.4Fe0.4Co0.6O3 ht,1200.0,56.0
Sr0.6La0.4Fe0.4Co0.6O3 ht,120.0,9.2
Sr0.6La0.4Fe0.4Co0.6O3 orth,250.0,289.0
Sr0.6La0.4Fe0.4Co0.6O3 orth,373.0,118.0
MnNi2Ga lt1,298.0,-16.6
MnNi2Ga lt1,86.0,-3.0
MnNi2Ga lt1,200.0,-7.3
MnNi2Ga lt1,300.0,-10.3
MnNi2Ga lt1,90.0,-1.5
MnNi2Ga lt1,170.0,-2.25
Sm hp1,298.0,7.1
Sm hp1,298.0,8.6
Nd hp1,298.0,10.6
Nd hp1,298.0,10.4
Gd hp1,298.0,7.0
Gd hp1,298.0,7.8
Gd hp2,298.0,9.3
Gd hp2,298.0,9.6
Dy hp1,298.0,7.8
Dy hp1,298.0,8.1
Tb hp1,298.0,8.0
Tb hp1,298.0,9.3
CuMnO2 rt,200.0,175.1
Ba4Ca0.22Cu5.84Zn0.08Y1.62O12.82,290.0,-4.0
Sr1.55CaCu2Y0.26Bi2O8.12,298.0,100.0
Sr1.55CaCu2Y0.26Bi2O8.12,270.0,16.0
Sr1.55CaCu2Y0.26Bi2O8.12,100.0,15.0
Sr1.55CaCu2Y0.26Bi2O8.12,150.0,20.5
Sr1.55CaCu2Y0.26Bi2O8.12,50.0,-1.0
Sr1.55CaCu2Y0.26Bi2O8.12,300.0,-2.0
Sr1.55CaCu2Y0.26Bi2O8.12,100.0,100.0
Sr1.55CaCu2Y0.26Bi2O8.12,300.0,140.0
Sr1.55CaCu2Y0.26Bi2O8.12,200.0,200.0
Sr1.55CaCu2Y0.26Bi2O8.12,80.0,31.0
Sr1.55CaCu2Y0.26Bi2O8.12,300.0,41.0
Sr1.55CaCu2Y0.26Bi2O8.12,300.0,400.0
Sr1.55CaCu2Y0.26Bi2O8.12,300.0,0.0
LaTi2Al20,300.0,-1.5
YbPdBi,80.0,-8.0
Ce2Rh2In,6.0,5.3
Ce2Rh2In,215.0,37.5
Ce2Rh2In,300.0,32.2
Ce8Pd24Al,298.0,-5.7
Ce8Pd24Al,78.0,-0.1
Ce8Pd24Ga,298.0,-8.0
Ce8Pd24Ga,78.0,-0.3
Ce8Pd24Pb,298.0,8.5
Ce8Pd24Pb,78.0,4.0
Ce8Pd24Ge,298.0,0.5
Ce8Pd24Ge,78.0,-0.1
Ce8Pd24Sn,298.0,-2.9
Ce8Pd24Sn,78.0,-0.4
Ce2Ni2Sn,300.0,1.3
Ce2Ni2Sn,122.0,11.29
Ce2Ni2Sn,13.0,-6.0
CeNi1.3Pd0.7Ge2,10.0,24.3
CeNi1.3Pd0.7Ge2,298.0,1.0
CePdInH,75.0,8.35
CePdInH,16.0,-2.5
CePdSnH,50.0,1.9
Ti1.5V1.5O5 ht,353.0,38.0
Ti1.5V1.5O5 ht,473.0,-5.0
ErPdBi,298.0,82.5
ErPdBi,298.0,84.6
ErPdBi,298.0,80.0
Sr0.5La0.5Ti0.5Mn0.5O3 rt,870.0,-1270.0
Sr0.3La0.7Fe0.4Ga0.6O3 cub,973.0,78.0
Y0.97Dy0.03,12.0,2.3
Y0.97Dy0.03,30.0,0.1
Y0.97Dy0.03,30.0,-0.9
Y0.97Dy0.03,11.0,2.0
Ca0.5Pr0.5Cr0.05Mn0.95O3 rt,240.0,16.0
Yb0.1Co4Sb12,298.0,-191.0
Yb0.5Fe2Co2Sb12,298.0,65.6
Yb0.5Fe2Co2Sb12,300.0,83.3
YbFe4Sb12,298.0,67.0
YbFe4Sb12,298.0,68.4
YbFe4Sb12,300.0,79.0
YbFe4Sb12,300.0,69.8
Ru0.1Co0.9Sb2,300.0,3.0
Ru0.1Co0.9Sb2,77.0,-17.0
Ru0.5Co0.5Sb2,300.0,-14.0
Ru0.5Co0.5Sb2,77.0,-13.0
Cu0.375Cd0.25In0.375S rt,298.0,1240.0
CuLaSeO,298.0,405.0
CuLaSeO,298.0,140.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,300.0,3.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,125.0,4.0
Ba1.8Ca0.2Cu3La0.2Y0.8O7,125.0,9.5
TaCr0.33S2,300.0,30.0
Sr0.3Nd0.7MnO3 rt,314.0,-20.5
Sr0.3Nd0.7MnO3 rt,150.0,-1.3
Sr0.3Nd0.7MnO3 rt,83.0,0.9
Ba0.6Fe1.6Co2.4Sb12,500.0,135.0
Ba0.35Co4Sb12,500.0,-156.0
Ba0.35Co4Sb12,298.0,-135.0
Ba0.35Co4Sb12,298.0,-98.6
SiB3,298.0,20.0
SrFeO3 m,18.0,12.0
SrFeO3 m,58.0,-100.0
SrFeO3 m,62.0,-2.5
Sr2MoFe0.9Al0.1O6,260.0,-5.5
U2Ru2Sn,0.6,-1.094
U2Ru2Sn,0.6,0.13
U2Ru2Sn,120.0,30.0
Mg0.5LaMn0.5O3 rt,200.0,198.0
SrMn0.1Ru0.9O3,300.0,28.0
SrMn0.1Ru0.9O3,50.0,13.5
Ce0.4Pr0.2Zr0.4O1.9,298.0,-280.0
Ce0.4Pr0.2Zr0.4O1.9,298.0,-560.0
Sr0.5La0.5Mn0.5Ru0.5O3 rt orth1,300.0,-1900.0
BaNdCo2O5.3,100.0,550.0
Cu2UMn2Al8,298.0,6.2
Cu2UMn2Al8,6.0,0.8
Cu2UMn2Al8,298.0,3.2
FeSe lt1,24.0,-9.1
FeTe0.5Se0.5 rt,298.0,8.1
FeTe0.5Se0.5 rt,298.0,5.6
FeTe0.5Se0.5 rt,30.0,-15.0
FeTe0.5Se0.5 rt,300.0,8.0
FeTe0.5Se0.5 rt,283.0,1.9
FeTe0.5Se0.5 rt,28.0,-34.4
CeFeAsO rt,300.0,-5.0
CeFeAsO rt,170.0,-15.5
Sn12P9.8Br4,298.0,180.0
Ba4Cu2.5Ge11.5Si9,298.0,-120.0
Tl4.5Gd0.5Te3,310.0,28.0
CuUSb2,30.0,20.0
CuUSb2,30.0,60.0
CuUSb2,300.0,-13.5
CuUSb2,300.0,19.3
UFe0.5Si1.5,300.0,11.2
Ba3Cu2EuSi21,50.0,-1.25
Ba3EuAl4Si18,50.0,1.3
Ba4Cu2Ga3Si18,150.0,-1.5
Ca0.8Ce0.2MnO3 lt,80.0,-137.55
Ca0.8Ce0.2MnO3 lt,265.0,-51.63
Ba3Cu2EuGa2Si19,50.0,1.75
Sr0.5Nd0.5CoO3 orth1,150.0,140.0
Sr0.5La0.25Nd0.25CoO3,325.0,11.4
Sr0.5La0.25Nd0.25CoO3,200.0,10.5
Sr0.5La0.25Nd0.25CoO3,77.0,2.7
Ba0.5Sr0.5LaCo2O5.8 cub,325.0,10.2
Ba0.5Sr0.5LaCo2O5.8 cub,200.0,3.4
Ba0.5Sr0.5LaCo2O5.8 cub,77.0,-4.4
Sr0.5La0.5FeO3 lt,973.0,9.0
LiCo0.5Ni0.5O2,298.0,72.0
K4Zn2Sn21,298.0,-220.0
SmMnAsO,210.0,-350.0
ZnLaSbO,298.0,206.0
ZnLaSbO,665.0,160.0
ZnCeSbO,298.0,250.0
SmFeAsO rt,298.0,-12.0
SmFeAsO rt,131.0,-33.0
SmFeAsO rt,300.0,-17.5
PrFeAsO rt,298.0,-12.8
PrFeAsO rt,150.0,-22.2
PrFeAsO rt,171.0,-26.7
PrFeAsO rt,298.0,-9.9
PrFeAsO rt,298.0,-20.0
LaFeAsO rt,298.0,-25.0
LaFeAsO rt,300.0,-17.0
LaFeAsO rt,300.0,-28.0
AgNiO2 3R rt,290.0,-1.15
LaFePO,300.0,-23.0
LaFePO,300.0,-18.5
CeRuPO rt,15.0,6.7
CeRuPO rt,15.0,17.4
LaFeAsO0.9F0.1 rt,298.0,-47.0
LaFeAsO0.9F0.1 rt,298.0,-50.0
LaFeAsO0.9F0.1 rt,300.0,-30.0
LaFeAsO0.9F0.1 rt,300.0,-42.0
LaFeAsO0.9F0.1 rt,130.0,-95.0
LaFeAsO0.9F0.1 rt,300.0,-32.0
LaFeAsO0.9F0.1 rt,70.0,-149.5
CuLaTeO,298.0,310.0
CeNiGeH1.6,290.0,27.0
CeNiGeH1.6,125.0,38.0
CeNiGeH1.6,5.0,-5.0
BaPrCo2O5.8,800.0,0.94
BaPrCo2O5.8,300.0,-4.6
Tl0.53Sn0.69Bi1.78Te4,298.0,62.9
Ga0.05SnBi1.95Te4,298.0,56.8
In0.07SnBi1.93Te4,298.0,111.0
Ca0.5Gd0.5MnO3,200.0,-265.0
Cu0.5Fe2Co0.5O4 ht,298.0,-138.0
MnFeCoO4,500.0,-250.0
[CF3]8[C84],250.0,16.0
Cu5USn,24.0,3.0
Cu5USn,298.0,-8.0
Sr2Cu2YGaO7,740.0,190.0
Sr2Ca0.3Cu2Y0.7GaO7,740.0,25.0
Sr2Ca0.3Cu2Y0.7GaO7,770.0,95.0
LaNi2B2C,40.0,-1.5
LaNi2B2C,300.0,-6.0
LaNi2B2C,390.0,-6.7
Sr0.2La0.5Sm0.3MnO3 lt,300.0,29.8
Sr2Cu2Ce0.6Gd1.4Nb0.25Ru0.75O10,298.0,21.9
Sr0.3Pr0.7MnO3 rt,175.0,2.6
Sr0.3Pr0.7MnO3 rt,298.0,-10.0
Sr0.3Pr0.7MnO3 rt,298.0,-9.0
Sr0.3Pr0.7MnO3 rt,217.0,2.1
Sr0.3Pr0.7MnO3 rt,200.0,-3.2
Sr0.3Pr0.7MnO3 rt,298.0,-28.5
Sr0.3Pr0.7MnO3 rt,180.0,-11.0
Sr0.3Pr0.7MnO3 rt,298.0,23.0
Sr2Ca0.4Cu2Hg0.5Y0.6Fe0.5O6.7,298.0,19.5
CuY0.9Tb0.1 lt,35.0,1.33
CuY0.9Tb0.1 lt,35.0,1.25
HfRh0.1Ni0.9Sn,80.0,7.0
HfRh0.1Ni0.9Sn,300.0,42.0
Cd3[TeO6],298.0,-272.0
Cd3[TeO6],134.0,-259.0
Cu0.1Cd2.9[TeO6],160.0,-389.0
Cu0.1Cd2.9[TeO6],298.0,-307.0
Li0.05Cd2.95[TeO6],39.0,-126.0
Li0.05Cd2.95[TeO6],298.0,-303.0
Na0.02Cd2.98[TeO6],39.0,-100.0
Na0.02Cd2.98[TeO6],298.0,-457.0
Na0.02Cu0.1Cd2.88[TeO6],191.0,103.0
Na0.02Cu0.1Cd2.88[TeO6],298.0,-313.0
Li0.05Cu0.1Cd2.85[TeO6],220.0,623.0
Li0.05Cu0.1Cd2.85[TeO6],340.0,-228.0
NaCo2O4 rt,973.0,175.0
Sr0.05Ag0.25La0.7MnO3 rt,80.0,1.1
Sr0.05Ag0.25La0.7MnO3 rt,450.0,-15.0
NdFeAsO0.8F0.2 rt,250.0,-26.0
NdFeAsO0.8F0.2 rt,110.0,-48.0
NdFeAsO0.8F0.2 rt,290.0,-39.5
Fe0.05Co0.95Sb2.875Te0.125,423.0,-257.0
Co0.05Sn0.95O2,298.0,25.0
Ba0.16Sr0.08Pr0.009Nd0.171Yb0.05Fe2.6Ni1.4Sb12,300.0,-146.0
Ba0.18Pr0.015Nd0.285Yb0.04Fe3.1Ni0.9Sb12,300.0,109.0
Ag2WO4 m1,300.0,-270.0
PrCo0.5Ni0.5O3,298.0,332.0
PrCo0.5Ni0.5O3,300.0,12.0
Sr2YRuO6 rt,298.0,-475.0
Sr0.5Sm0.5MnO3 rt,77.0,-52.0
Cr0.1Mn0.9Al0.67Si1.33,573.0,-156.0
Cr0.1Mn0.9Al0.67Si1.33,373.0,-92.0
Ba2La2Co4O11 ht1,298.0,56.0
Ba2La2Co4O11 ht1,200.0,43.0
K0.5Ba1.5Ga3.375Sn13.625,298.0,-90.0
Ce0.5Fe2Co2Sb12,298.0,12000.0
Ce0.5Fe2Co2Sb12,750.0,250.0
Ce0.5Fe2Co2Sb12,300.0,101.4
Ce0.5Fe2Co2Sb12,298.0,94.0
Ce0.5Fe2Co2Sb12,800.0,168.0
Ce0.25Yb0.25Fe1.5Co2.5Sb12,298.0,-168.1
Ce0.25Yb0.25Fe1.5Co2.5Sb12,298.0,89.4
Ce0.25Yb0.25Fe1.5Co2.5Sb12,300.0,110.6
Sn3Bi2Se6,298.0,-53.2
Yb2Pd3Sn5,20.0,2.2
Yb2Pd3Sn5,500.0,-3.3
CsNa2Ge17,298.0,-5.8
Ce m-hp2,298.0,4.8
Ce m-hp2,298.0,5.2
Ce hp4,298.0,9.5
Ce hp4,298.0,9.2
CaMo0.1Mn0.9O3 rt,310.0,-107.0
CaMo0.1Mn0.9O3 rt,298.0,-119.0
Mn0.18Sn0.656Ge0.164Te,90.0,21.3
Ca2MnReO6 orth,298.0,-82.2
P hp1,298.0,-11.0
CeMo8O14,300.0,-130.0
PrMo8O14,298.0,-121.0
Sr5Nb5O17,298.0,-15.0
Sr5Nb5O17,298.0,-170.0
Ca4IrO6,400.0,800.0
Ca4IrO6,800.0,300.0
Li0.5Co2.5O4,300.0,600.0
Li0.5Co2.5O4,300.0,320.0
Li0.5Co2.5O4,300.0,260.0
Li0.5Co2.5O4,400.0,210.0
Li0.5Co2.5O4,667.0,215.0
Na0.32CoO2,298.0,120.0
Na0.75CoO2 ht,600.0,148.0
Na0.75CoO2 ht,373.0,110.814
Na0.75CoO2 ht,680.0,133.0
Na0.75CoO2 ht,973.0,211.0
Na0.75CoO2 ht,45.0,24.0
Na0.75CoO2 mon,290.0,70.0
Na0.75CoO2 mon,50.0,43.0
AgInO2,500.0,-800.0
SrRu0.5Co0.5O3,800.0,0.0
SrRu0.5Co0.5O3,1000.0,5.0
SrRu0.5Co0.5O3,298.0,-42.0
TaMn0.2S2,300.0,1.0
KCu7S4 rt,275.0,124.0
KCu7S4 rt,275.0,115.0
KCu7S4 rt,,-15.0
KCu7S4 rt,250.0,120.0
KCu7S4 rt,290.0,210.0
Sr0.5Ce0.5VO3,300.0,-0.8
Sr0.5Ce0.5VO3,300.0,2.0
Ba5Co5O14,,-105.0
SrLaRuCoO6,800.0,58.0
SrLaRuCoO6,1000.0,-7.0
SrLaRuCoO6,298.0,-43.0
RbCu7S4,275.0,135.0
RbCu7S4,275.0,125.0
MnNi6O8,630.0,340.0
SrVO3 orth,300.0,-11.0
CuS lt,18.0,8.9
CuS lt,30.0,11.9
LaRh0.5Ni0.5O3,298.0,30.1
LaRh0.5Ni0.5O3,300.0,85.0
LaRh0.5Ni0.5O3,800.0,185.0
Cu0.4LaCo0.6O3 hp,298.0,31.5
Ca3ZnCoO6,300.0,400.0
Ba2Dy2Co4O11 ht,122.0,323.0
Ba2Dy2Co4O11 ht,318.0,8.0
Ba2Dy2Co4O11 ht,325.0,8.0
Ba2Dy2Co4O11 ht,360.0,9.0
V0.987W0.013O2 rt,290.0,-350.0
V0.987W0.013O2 rt,272.0,-320.0
Ba0.75Sr0.25RuO3,298.0,6.0
Ba0.75Sr0.25RuO3,80.0,-6.0
Ti0.33Cr0.34Sb0.33O2,298.0,290.0
CsCuCeS3,298.0,102.0
KCuUSe3,298.0,610.0
SrTl0.41CoO3.12,298.0,90.0
La0.74Fe2.74Co1.26Sb12,373.0,80.0
La0.74Fe2.74Co1.26Sb12,650.0,150.0
La0.74Fe2.74Co1.26Sb12,370.0,99.0
K1.4Sn2.2Bi7.4Se14,300.0,-45.0
K0.35Sn1.35Bi5.65Se10,300.0,-16.0
Cs0.23Sn1.23Bi5.77Se10,300.0,-69.0
Rb0.18Sn1.18Bi5.82Se10,300.0,-25.0
Rb0.18Sn1.18Bi5.82Se10,400.0,-35.0
BaGa2Sb2,298.0,65.0
NdMo8O14,300.0,-26.0
Zn5Y0.4In1.6O8,1073.0,120.0
AgTmGe,298.0,-7.5
AgLuGe,298.0,12.5
Er2Mn3Si5,280.0,-3.3
Er2Mn3Si5,25.0,2.5
Cr1.33Ga2Se5,300.0,711.0
ScMn4Al8,281.0,7.65
Sr0.5La0.5CoO3 ht,400.0,55.0
Sr0.5La0.5CoO3 ht,800.0,50.0
Sr2.67Ho1.33Co4O10.8,300.0,60.0
Na0.75CoO2 rt,573.0,70.0
Na0.75CoO2 rt,680.0,118.0
Na0.75CoO2 rt,300.0,84.0
Na0.75CoO2 rt,380.0,97.0
Na0.75CoO2 rt,298.0,95.0
Na0.74CoO2 hp,298.0,10.2
Na0.75CoO2 rt,300.0,100.0
Na0.75CoO2 rt,700.0,137.0
Na0.75CoO2 rt,330.0,96.0
Na0.75CoO2 rt,723.0,135.0
Na0.75CoO2 rt,1073.0,214.0
Na0.75CoO2 rt,100.0,40.4
Na0.75CoO2 rt,200.0,70.7
Na0.75CoO2 rt,300.0,92.3
Na0.75CoO2 rt,298.0,44.4
Na0.75CoO2 rt,298.0,43.4
Na0.75CoO2 rt,300.0,89.7
Na0.75CoO2 rt,298.0,122.0
Na0.75CoO2 rt,300.0,53.0
Na0.75CoO2 rt,15.0,7.5
Na0.75CoO2 rt,300.0,46.0
Na0.75CoO2 rt,300.0,31.5
Na0.75CoO2 rt,300.0,104.5
Na0.75CoO2 rt,300.0,29.2
AuCrTe4,300.0,55.0
Ag5Te2Cl mon1,298.0,295.0
LaMn0.5Rh0.5O3 ht1,298.0,146.3
Cs0.8Li0.2Ru4O8,220.0,0.0
Cs0.8Li0.2Ru4O8,40.0,0.0
Cs0.8Li0.2Ru4O8,100.0,14.2
Sc0.20Ti0.80NiSn,298.0,33.4
Sc0.20Ti0.80NiSn,298.0,-30.0
Sc0.20Ti0.80NiSn,90.0,10.0
Sc0.20Ti0.80NiSn,300.0,36.5
Sc0.08Zr0.92NiSn,298.0,28.4
Sr0.1CuLa1.6Nd0.3O4 lt1,120.0,32.6
Sr0.1CuLa1.6Nd0.3O4 lt1,250.0,61.5
Sr0.1CuLa1.6Nd0.3O4 lt1,250.0,43.0
Sr0.1CuLa1.6Nd0.3O4 lt1,100.0,42.3
Sr0.1CuLa1.6Nd0.3O4 lt1,298.0,5.0
Sr0.1CuLa1.6Nd0.3O4 lt1,298.0,35.0
Sr0.1CuLa1.6Nd0.3O4 lt1,298.0,55.0
Sr0.1CuLa1.6Nd0.3O4 lt1,298.0,95.0
Sr0.1CuLa1.6Nd0.3O4 lt1,300.0,21.0
Sr0.1CuLa1.6Nd0.3O4 lt1,120.0,33.0
Sr0.1CuLa1.6Nd0.3O4 lt1,295.0,24.0
Sr0.1CuLa1.6Nd0.3O4 lt1,300.0,22.0
CePt4B,300.0,0.71
PrPt4B,300.0,3.92
LaPt4B,300.0,0.325
NdPt4B,300.0,3.58
CuScO2 rhom,298.0,17.0
Ag1.2V3O8,125.0,-280.0
EuFe4Sb12 lt,298.0,65.0
EuFe4Sb12 lt,300.0,50.0
EuFe4Sb12 lt,300.0,50.0
Ca2Co2.62O6.24 ht,298.0,123.0
Ca2Co2.62O6.24 ht,298.0,123.0
Ca2Co2.62O6.24 ht,298.0,125.0
Ca2Co2.62O6.24 ht,1000.0,200.0
Ca2Co2.62O6.24 ht,330.0,125.0
Ca2Co2.62O6.24 ht,300.0,122.0
Ca2Co2.62O6.24 ht,323.0,162.0
Sn0.5Sb0.5O2,317.0,-41.0
Sr0.3Gd0.7CoO3,100.0,21.9
Sr0.3Gd0.7CoO3,100.0,20.0
Sr0.3Gd0.7CoO3,5.0,32.1
Sr0.3Gd0.7CoO3,108.0,24.2
Sr0.3Gd0.7CoO3,212.0,26.7
Sr0.3Gd0.7CoO3,300.0,25.6
Sr0.3Gd0.7CoO3,350.0,18.4
Zn6Pr2Ge3,100.0,-11.4
Zn6La2Ge3,100.0,-13.0
Zn6Sm2Ge3,100.0,-12.1
Zn6Nd2Ge3,100.0,-8.1
Zn6Gd2Ge3,100.0,-13.9
SrCuSF,298.0,620.0
CuEuSeF,298.0,10.0
CuEuSF,298.0,14.0
SrCuSeF,298.0,310.0
Sr0.2La0.8FeO3,373.0,122.0
Sr0.2La0.8FeO3,300.0,360.0
Sr0.2La0.8FeO3,1100.0,140.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,300.0,-0.4
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,300.0,-0.6
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,135.0,2.4
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,135.0,2.1
BaCuPrFeO5.5,300.0,400.0
Ba2Nd2Co4O11 rt,298.0,140.0
V6PbO11 rt,50.0,73.0
V6PbO11 rt,300.0,5.0
La2MnCoO6 ht1,380.0,34.7
La2MnCoO6 ht1,300.0,70.0
La2MnCoO6 ht1,800.0,40.0
Yb0.6Ni4Sn5.3Sb6.7,200.0,-34.0
Eu0.8Ni4Sn6.2Sb5.8,200.0,-5.2
Ca0.5Tb0.5MnO3 ht,377.0,-80.0
Ca0.5Tb0.5MnO3 ht,777.0,-116.0
Ca0.5Tb0.5MnO3 ht,978.0,-123.0
K[C60] rt,200.0,-33.0
HgSnO3,20.0,-8.0
HgSnO3,298.0,-137.0
YCo0.88Ga3Ge,,8.0
Zn1.30Ho6Sb14,468.0,17.1
Zn1.30Ho6Sb14,307.0,14.8
Co2Sn3Te3,298.0,-309.0
Ba2Ca2Cu3Hg0.87Re0.13O8.6,290.0,1.8
Ba2Ca2Cu3Hg0.87Re0.13O8.6,302.0,1.8
Ba2Ca2Cu3Hg0.87Re0.13O8.6,150.0,2.6
BaLuCo4O7 rt,298.0,131.5
Si32.5P10.5Te5.25,330.0,170.0
Yb5Al2Sb6,300.0,19.0
SmGe5 rt,298.0,-2.0
NdGe5 hp,298.0,-2.0
GdGe5 hp,298.0,-2.0
BaIrO3 6M,250.0,5.0
BaIrO3 6M,75.0,55.0
BaIrO3 6M,180.0,8.0
BaIrO3 6M,120.0,120.0
BaIrO3 6M,180.0,12.0
Zn5In1.85Sb4 rt,298.0,163.0
Zn5In1.85Sb4 rt,298.0,196.0
Zn5In1.85Sb4 lt,10.0,15.0
Zn5In1.85Sb4 lt,10.0,34.0
Pb5Sn2Bi4Se13,300.0,-80.0
Pb5Sn2Bi4Se13,680.0,-184.0
Pb0.35Sn8.65Bi4Se15,308.0,179.0
Pb0.35Sn8.65Bi4Se15,680.0,137.0
Y0.25Zr0.75NiSn,298.0,63.4
Y0.25Zr0.75NiSn,298.0,62.8
Y0.25Zr0.75NiSn,363.0,-310.0
Y0.25Zr0.75NiSn,580.0,-255.0
Cu0.335Si0.645P,298.0,395.0
IrGe1.5Te1.5,298.0,243.0
Ir2Sn3Te3,298.0,125.0
Ir2Sn3Te3,298.0,160.0
Ir2Sn3Te3,90.0,59.0
Cu0.33Ge0.67P,298.0,77.0
Ba2Cd2As3,298.0,170.0
Yb14MnGe0.06Sb10.9,298.0,55.0
Yb14MnGe0.06Sb10.9,1120.0,148.0
K4Ga4Sn19,298.0,-232.0
Ba4Ni1.75Ge21.05,298.0,-51.0
Na0.609Ca0.01CoO2,80.0,33.7
Na0.609Ca0.01CoO2,300.0,96.5
Na0.609Ca0.01CoO2,400.0,107.3
Zn11.6Ru4Sn2.9,298.0,-7.0
Zn11Ru3Sb,298.0,-16.0
Ba0.5La0.5MnO3 cub,300.0,-2.0
Sr0.95Sm0.05TiO3,298.0,-151.0
Sr0.95Sm0.05TiO3,298.0,-150.0
SrFe2As2 rt,298.0,-5.0
CaFe2As2 rt,285.0,-0.53
Tl4.7La0.3Te3,298.0,72.0
Sr2Cu2CeEuRuO10,150.0,25.6
Sr2Cu2CeEuRuO10,300.0,24.0
Sr2Cu2CeEuRuO10,300.0,69.0
Sr2Cu2CeEuRuO10,290.0,62.6
Sr2Cu2CeEuRuO10,6.0,0.7
Sr2Cu2CeEuRuO10,100.0,18.7
Sr2Cu2CeEuRuO10,263.0,62.2
Sr2Cu2CeEuRuO10,255.0,23.3
Sr2Cu2CeEuRuO10,170.0,26.4
Sr1.2Ca0.8Cu2TmGaO7,298.0,51.5
Sr2Ca0.4Cu2Tm0.6Co0.7Ga0.3O7,295.0,8.9
Sr2Ca0.4Cu2Tm0.6Co0.7Ga0.3O7,298.0,22.4
CaFe4As3,170.0,3.3
BaYCo4O7 ht,500.0,150.0
BaYCo4O7 ht,650.0,113.0
BaYCo4O7 ht,325.0,140.0
BaYCo4O7 ht,1000.0,115.0
BaYCo4O7 ht,350.0,201.0
BaYCo4O7 ht,310.0,150.0
In2.0Sn8.9As10.85I4,298.0,-400.0
In2.0Sn8.9As10.85I4,330.0,-400.0
In2.0Sn8.9As10.85I4,298.0,-375.0
Sr4CaCo4O12,50.0,85.0
Sr4CaCo4O12,298.0,130.0
Zn2EuSb2,298.0,118.0
Zn2EuSb2,314.0,122.0
Zn2EuSb2,713.0,181.0
La0.33Ce2.67Te4,298.0,-21.0
Ti2O3 hp,298.0,-88.0
PrFe0.5Ru0.5AsO rt,298.0,-5.2
PrFe0.5Ru0.5AsO rt,60.0,-5.9
PrFe0.5Ru0.5AsO lt,2.0,-1.3
PrFe0.5Ru0.5AsO lt,60.0,-5.9
K2Ba2Zn3Ge20,298.0,-33.0
K2Ba2Zn3Ge20,1000.0,-142.0
K4Zn2Ge21,298.0,-132.0
K4Zn2Ge21,900.0,-182.0
CuMn0.2In0.8Se2 rt,560.0,480.0
Rb0.85Fe1.8Se2 rt,298.0,18.0
Rb0.85Fe1.8Se2 rt,298.0,54.0
BaYCo3.2Ga0.8O7,300.0,175.0
Ba4Rh1.37Si21.31 ht,300.0,-14.0
Ba0.5Sr0.5Fe12O19,323.0,-534.0
EuTiO3 lt,200.0,-320.0
Ba0.5Sr0.5PbO3 ht1,298.0,-141.0
Ba0.5Sr0.5PbO3 ht1,282.0,-73.0
Sr0.5Ca0.4La0.1PbO3,282.0,-25.9
Sr0.9La0.1PbO3,150.0,-21.1
Sr0.9La0.1PbO3,297.0,-8.3
Sr0.9La0.1PbO3,50.0,-2.5
Sr0.9La0.1PbO3,300.0,-24.5
Ca0.9La0.1PbO3,300.0,-46.5
Ba0.9La0.1PbO3,476.0,-19.2
Ba0.9La0.1PbO3,300.0,-16.5
Ba0.5Sr0.4La0.1PbO3,282.0,-18.0
Zn20CeIr2,298.0,18.7
Zn20CeIr2,105.0,36.0
CrN0.9O0.1 rt,298.0,-46.0
Cu4UCrAl7,298.0,12.5
Cu4UCrAl7,6.0,2.1
Cu4UCrAl7,298.0,6.1
Na0.7CoO2 lt,10.0,-38.5
Cu10Mn2Sb4S13,298.0,170.0
Cu10Fe2Sb4S13,298.0,185.0
Sr2Ca2Cu3TlO9,100.0,2.15
Sr2Ca2Cu3TlO9,100.0,-1.13
Sr2Ca2Cu3TlO9,250.0,0.87
Sr2Ca2Cu3TlO9,250.0,-2.45
YB28.5C4,560.0,58.0
Ba4Ga8Sn15 cub1,300.0,85.0
Ba4Ga8Sn15 cub1,300.0,-370.0
Ba4Ga8Sn15 cub1,280.0,-180.0
Ba4Ga8Sn15 cub1,280.0,-300.0
LaCo0.5Ni0.5O3,100.0,441.4
LaCo0.5Ni0.5O3,300.0,174.0
LaCo0.5Ni0.5O3,340.0,156.0
LaCo0.5Ni0.5O3,340.0,178.0
LaCo0.5Ni0.5O3,700.0,17.1
LaCo0.5Ni0.5O3,700.0,10.8
LaCo0.5Ni0.5O3,140.0,45.0
LaCo0.5Ni0.5O3,298.0,31.3
