,formula,target
413,Ca0.5La0.5Ti0.5Cr0.5O3,4.867534450455582
384,Bi1.74Sb0.26Se3,12.417143615610113
1693,Cu2Ga0.025Sn0.975Se3,10.370361288772935
974,Sr0.95Y0.05TiO3,9.358760377094455
1346,K7.5Ag13.5La6Te27,7.24422751560335
884,K0.54Sn3.54Bi11.46Se21,12.100712129872347
451,Cu0.25Cd0.5In0.25S,-15.01948336229021
1258,Rb2Mo8C2O4S8O8OH8H2O14,-7.902007552326004
656,TlGaSeS,-13.72020037815995
1486,Ca0.85Cu3Gd0.1Ti4O12,-1.3470736479666092
1448,Cu4Cd0.25YbIn0.75,12.542544882151386
1485,Zn0.92Nb1.44Sn0.06Bi1.5O6.89,-18.607010322143857
1327,Na0.05Pb0.45Sn0.45Bi0.05Te,11.813030057420567
369,Pr2Br5,-3.649658740960655
689,GaSe0.75S0.25,-11.250561200502737
219,Pr2I5,-2.7488721956224653
1591,AgCuHgI4,-6.522492878191493
1320,Ag5PO4Te,-10.008848068193954
21,FeO,8.8023721336499
760,ZnLaSbO,6.396929655216146
869,Cu0.5Bi0.5PSe3,-4.226733750267846
420,CuGaO2,-1.1086626245216111
1349,K0.04Pb0.87Sb0.04Te0.96,11.289781913656018
199,VFe2Al,14.180153671552183
450,Na0.67Ti0.67Ni0.33O2,-6.502290170873972
1161,Al0.33In2.33S4,-18.32537056414804
1019,Li3.2Si0.2P0.8S4,-2.7488721956224653
911,BaAgCuTe2,2.995732273553991
696,Cs4Zr3Te16,-2.995732273553991
811,NaUO24VO43,-3.1535563587475584
1236,Li5Al5Si5O20H2O8,-7.195437351433918
1698,Cu3Zr35Ti45Ni17,13.077366011473593
910,BaCu2Te2,9.441452092939569
1521,Sr2CuCO30.96O2.05,2.995732273553991
1049,Hg0.55W2Cl6O2,1.667706820558076
505,Zn0.5Fe2Ni0.5O4,-2.7762755100977765
1540,K0.18Li0.82Bi3S5,-4.947660494934867
1255,K2Mo8C2O4S8O8OH8H2O14,-7.799353398265921
405,Tl3GeTe3,5.703782474656201
317,In0.2Bi1.8Te3,10.045421048424794
183,RuO2,14.151982794585487
1120,H2RbPO4,-24.335184249924218
1576,Ca2.01Co2Bi1.74O7.38,8.732304571033183
609,Cu0.96Cd0.08Al0.96S2,0.5877866649021191
626,SrLaVO4,5.393627546352362
485,LiMn1.5Fe0.5O4,-8.143906981672307
278,Na0.5Lu0.5F2,31.489643344629577
630,BaMgLaTaO6,-14.413347558719895
20,CuO,2.9444389791664403
170,KI,-14.685394917024274
1425,Sr0.28Co4Sb12.88,12.452346614233237
901,V2O5,1.1969481893889715
1039,Sr2Ti0.19Ru0.81O4,7.438383530044307
176,Ge0.85Sb0.10Te,11.127262984158243
327,ZnSiAs2,5.815472914008897
706,ZnLaPO,2.8905828467264607
1222,K2Al2O3F2,-17.322068455284256
470,Ti3GeC2,15.319587954740548
1649,Li2CaCu3O5,0.9162907318741551
266,Bi2Te1.5Se1.5,11.198214720130528
615,Sr4Ga8Ge15,11.184421397998193
1516,HNH43SO42,-16.580131110554877
130,Ni0.75Te,1.9110228900548727
865,K2Ba2Zn3Ge20,12.206072645530174
1638,K0.46Nb2Pb0.77O6,-8.947976107508692
1362,SrCu0.2Ti0.1Fe0.7O2.8,-4.199705077879927
1584,BiOH3,-9.91353788838963
489,LaNiO3,12.061046873479915
606,TaS3,12.206072645530174
1217,Co0.96Bi1.56Sb1.48O7,-11.33897215784679
1164,Ba2Cu5.53Te4S,5.393627546352362
416,Sr0.5Cu2La1.5O5,12.396693005138824
1500,Mn2FeS4,0.26236426446749106
152,Yb2O3,-12.206072645530174
889,BaV10O15,4.787491742782046
849,Ca0.8Eu0.2MnO3,5.3471075307174685
279,Na0.5Yb0.5F2,30.60143558149825
1034,Cs2PtCN4Cl0.30,9.268609280100158
269,CuFe2O4,-4.671539715732619
96,Be12Mo,15.424948470398375
210,MoS2,-6.3771270279199666
1532,Zr1.0B105,-6.767993336606978
569,Ba0.5Sr0.5CoO2.5,4.248495242049359
1646,Fe0.5In0.33PS3,-12.716898269296165
871,Ag0.5Bi0.5PSe3,-2.758291417538957
1572,PbBiSe2,10.770588040219511
1566,Ag3InCl6,-7.600902459542082
532,CrFeNiO4,-5.06720564558465
1643,Fe0.02Ga1.98Te3,-15.424948470398375
1356,Na0.01Sr0.04Pb0.95Se,12.394624752074764
1099,Th3Co3Sb4,12.84792653170257
712,CuNdSO,-2.995732273553991
77,NiSe,14.508657738524219
263,WO3,-9.903487552536127
1699,Li4Mg3Sn5O15,-14.707108677248058
149,Ge2Bi10Te17,11.695247021764184
1538,Rb0.5Pb1.75Bi5.7Se10,11.571194373094205
1650,Li2MgCu3O5.2,-2.2681836662767134
469,TlMo3Se3,14.508657738524219
564,CaTi4Bi4O15,-11.107293704082743
461,Sr8Fe8O23,4.454347296253507
1277,Mn0.5Fe0.5PS3,-12.356895535264757
896,AgCd0.8Mn1.2GaS4,-18.420680743952367
1393,Cu0.01Bi1.99Te2.7Se0.3,11.247656987355347
1345,BaBiTe3,8.34283980427146
695,HCsSO4,-8.940313234763122
1175,Fe0.5Ni0.5PS3,-10.289150033348113
928,Ba0.1Mn2Bi0.9O5,-10.982297213908058
1326,Na0.05Pb0.9Sb0.05Te,11.728036844587175
1214,Eu2RuCoO6,0.1823215567939546
586,Ba2Cu2.95YAl0.05O7,10.819858281210454
1372,Pb5Bi8O17,-27.631021115928547
243,LiNbO3,-25.72147861104411
1111,Li0.93Mn2.07O4,-0.9942522733438669
751,Tl2HfSe3,-0.941608539858445
1625,BaNb0.5Fe0.5O3,-7.600902459542082
1442,W0.004Re0.996Se2,3.295836866004329
1312,K2PtCN4Cl0.3H2O3,13.514405465180353
648,Cu0.6La2Co0.4O4,-5.39482826692888
1190,Gd0.3Mn0.7S,-11.736069016284437
595,CdS,-11.767817714599019
313,BaSnO3,5.093750200806762
933,Cu3P8Se6I3,-4.448166437178426
155,SnBi4Te7,12.554261685818608
1380,La0.05Zr0.536Ti0.439Pb0.9Bi0.05O3,-10.008848068193954
1405,Tl2Sn0.75Ge0.25Te5,8.583542571957771
1303,Li0.5VO2,0.0
1150,Ba2.1TiFe4Pb2.9O13,-5.2476242522325185
999,ZnLa2RhO6,1.0986122886681098
1046,K4Nd2Si8O21,18.51599092375669
1306,NdPd3S4,12.994530005894443
1495,Er0.08Zr0.588Ti0.392Pb0.92O3,-12.000685815805223
1391,Ga0.5In0.5N,10.82774645405946
25,In4Se3,4.605170185988092
196,Ag0.5Sb0.5Te,10.410305154904579
1088,Ag2P3I2,-5.115995809754082
15,Bi2O3,-10.303965119133254
1490,CaCu3Zr0.2Ti3.8O12,-4.017383521085972
1321,Zn0.85Y0.15Fe2O4,-10.680016342035124
883,CaCoO3,8.160518247477505
621,TiCo0.2Se2,8.517193191416238
1360,Mg0.9Cu0.1Mn0.1Fe1.7In0.2O4,-11.50297513411706
1050,Zn1.33Nb1.67Sn2Bi3O14,-16.527568780464023
1612,ZnHo2ZrO6,-10.804889671916532
1067,BaNb0.5Fe0.25Co0.25O3,-10.819778284410283
497,Ti0.5V0.5O2,13.592367006650065
792,Na0.42Li0.69V6O15,-5.206650178022213
964,Zn1.55In0.9Sn0.55O4,3.4011973816621555
515,Zn0.5Mn0.5Fe2O4,2.1041341542702074
1663,Nd0.06Co4In0.16Sb11.93,11.440354772135393
1585,DyBiOH6,-9.48609387356269
1478,Ba0.9Sr0.1Ti2Fe4O11,-6.16581793425276
1411,Zn6.67Sb4.93Te0.07,11.429543856031177
1095,KV3Te3O0.42,0.8754687373538999
542,Ca0.5La0.5MnO3,8.656955133791396
456,ZrWO42,-13.815510557964274
633,Gd2Mo2O7,9.457200449907708
431,Li0.5Fe2.5O4,-4.814041078015582
627,SrPrVO4,5.298317366548036
728,K1.46Sn3.09Bi7.45Se15,9.305650551780507
1288,K12Al12Si12O48H2O20,-6.938214486466846
209,SmB6,13.122363377404328
316,Li3As,3.912023005428146
513,BaFe6NiO11,0.5877866649021191
1337,Hf0.5Zr0.5Co0.5Rh0.5Sn0.01Sb0.99,8.492900498847193
1558,Mo3Ni0.05Sb5.4Te1.6,12.100712129872347
829,CuEuSF,5.247024072160486
319,Fe2CoO4,-2.9022419304666522
1031,K2PtCN4H2O3,-14.038654109278484
1417,Li1.27Y0.02Sc0.25Ti1.73PO43,-1.720369473141382
141,ReSe2,0.1823215567939546
1110,AgZn1.5Cd0.5GaS4,-17.322068455284256
1502,Mg0.06GdFe0.94O3,-4.605170185988091
1527,CuNi0.025Ga0.975O2,-0.4307829160924542
753,Li0.95Mn2.05O4,-11.928440908931893
1001,SrSc2Te4,11.918390573078392
1239,K5.70Ba0.30Bi6O18H2O,-6.907755278982137
580,Cu4CdYb,14.978661367769956
562,TlBi0.5Sb0.5Te2,5.493061443340548
398,GdAl2.90Ge0.10,14.914122846632385
668,Ba0.6Bi0.4F2.4,-17.391061326771208
1514,KCe0.005NbO3,-9.210340371976182
252,PbSe0.5S0.5,10.581521095286025
907,CuScO2,2.772588722239781
468,ZnCr2Se4,-6.450330431943262
914,NH4VAsO4F,-5.045226738865875
357,ErTe3,14.077874822431765
1278,La0.032Zr0.588Ti0.392Ga0.048Pb0.92O3,-17.034386382832476
1300,K1.16Ba0.72Ti5.58Fe0.36O13,-9.959000262466386
1202,K2Cu5Te5,14.22097566607244
1305,K2Ag3CeTe4,0.0
1414,TiNiSn0.998Sb0.002,11.512925464970229
508,TiFe2Se4,13.3549026503589
749,LiZr2PO43,-7.824046010856292
1607,V1.5Mo0.5O5,-2.333044300478754
129,GeTe,13.276799730708747
144,TiSe2,11.407564949312402
960,La0.57Nd0.1Ti0.2Mn0.8Pb0.33O3,-1.8734034582685652
847,K4Ga4Sn19,9.350102314351341
1669,CaCe0.5Nb0.5O3,-17.034386382832476
715,BaYFe2O5,-3.4609473860679296
905,Ce0.33Rh2Bi0.67O5,8.699514748210191
1096,KNd3Te8,2.302585092994046
235,V6O11,11.326595886778735
1061,La2RuCoO6,0.6418538861723947
